,carat,cut,color,clarity,depth,table,x,y,z,price_predicted,price_predict,carat_log
2423,2.07,Premium,H,SI1,61.1,58.0,8.27,8.2,5.03,15813.06895025064,13817.675096355673,0.7275486072772777
2424,0.41,Ideal,J,VVS1,62.0,57.0,4.79,4.73,2.95,1048.7956305905404,907.0891464492965,-0.8915981192837836
2425,1.54,Ideal,F,VS1,60.5,56.0,7.52,7.49,4.54,9633.274037397745,9695.620546084361,0.43178241642553783
2426,0.42,Premium,F,VS1,61.8,59.0,4.83,4.81,2.98,1092.0128089311283,984.8637606053594,-0.8675005677047231
2427,1.12,Premium,G,I1,60.4,59.0,6.71,6.67,0.0,5649.642015375149,6429.086751529736,0.11332868530700327
2428,1.0,Ideal,G,VVS2,62.8,53.9,6.37,6.42,4.02,4672.470742601347,5495.791381656985,0.0
2429,1.01,Premium,I,VVS1,62.0,59.0,6.39,6.32,3.94,4751.031285514873,5573.565995813048,0.009950330853168092
2430,1.7,Good,I,I1,63.6,58.0,7.52,7.48,4.77,11368.637995208068,10940.014372581361,0.5306282510621704
2431,0.31,Ideal,F,VVS1,60.6,56.0,4.44,4.41,2.68,656.4845266114595,129.3430048886721,-1.171182981502945
2432,0.3,Very Good,F,IF,62.5,56.0,4.27,4.3,2.68,621.3865913129209,51.56839073260926,-1.2039728043259361
2433,1.16,Ideal,J,SI1,60.7,57.0,6.83,6.77,4.13,5991.815728777554,6740.1852081539855,0.14842000511827322
2434,0.3,Premium,E,VS2,59.1,58.0,4.37,4.39,2.59,621.3865913129209,51.56839073260926,-1.2039728043259361
2435,1.0,Very Good,E,VVS2,61.7,55.0,6.38,6.42,3.95,4672.470742601347,5495.791381656985,0.0
2436,0.94,Fair,H,SI1,68.4,53.0,6.05,5.97,4.11,4212.278713662544,5029.14369672061,-0.06187540371808753
2437,0.5,Ideal,I,VS2,62.4,55.0,5.09,5.11,3.18,1462.5558840840129,1607.0606738538595,-0.6931471805599453
2438,1.2,Ideal,E,SI2,62.0,57.0,6.8,6.82,4.22,6342.056693904903,7051.283664778235,0.1823215567939546
2439,0.4,Very Good,G,VVS1,60.9,57.0,4.76,4.8,2.91,1006.2848951620792,829.3145322932346,-0.916290731874155
2440,0.62,Ideal,D,SI1,60.8,59.0,5.48,5.5,3.34,2097.2906245450113,2540.3560437266096,-0.4780358009429998
2441,1.02,Good,G,VS2,63.7,57.0,6.24,6.31,4.0,4830.119169181164,5651.340609969111,0.01980262729617973
2442,0.96,Very Good,I,SI2,62.7,58.0,6.2,6.24,3.9,4363.536412377844,5184.692925032736,-0.040821994520255166
2443,1.51,Very Good,F,VS1,59.6,63.0,7.34,7.43,4.4,9320.885344580247,9462.296703616174,0.412109650826833
2444,0.7,Ideal,F,SI1,60.7,57.0,5.73,5.75,3.49,2570.2674977629886,3162.5529569751097,-0.35667494393873245
2445,0.52,Ideal,D,SI2,61.7,55.0,5.17,5.2,3.2,1561.9068580492603,1762.6099021659852,-0.6539264674066639
2446,0.4,Premium,G,SI1,59.3,59.0,4.82,4.8,2.85,1006.2848951620792,829.3145322932346,-0.916290731874155
2447,0.5,Ideal,E,VS2,62.9,54.0,5.14,5.1,3.22,1462.5558840840129,1607.0606738538595,-0.6931471805599453
2448,1.25,Ideal,I,SI2,61.4,55.0,6.92,6.99,4.27,6791.068424714163,7440.1567355585485,0.22314355131420976
2449,0.91,Very Good,G,VS2,62.3,59.0,6.13,6.17,3.83,3989.445187021826,4795.819854252423,-0.09431067947124129
2450,0.44,Ideal,I,VS1,61.1,56.0,4.92,4.96,3.02,1180.5446650262113,1140.4129889174847,-0.8209805520698302
2451,0.42,Very Good,E,SI1,62.3,58.0,4.76,4.81,2.98,1092.0128089311283,984.8637606053594,-0.8675005677047231
2452,1.29,Ideal,G,VS2,61.3,57.0,6.99,7.07,4.31,7159.143890621413,7751.255192182799,0.25464221837358075
2453,1.12,Ideal,F,VS1,61.8,56.0,6.67,6.69,4.13,5649.642015375149,6429.086751529736,0.11332868530700327
2454,0.6,Ideal,G,VS1,62.2,55.0,5.41,5.45,3.38,1985.162207714739,2384.806815414485,-0.5108256237659907
2455,0.3,Very Good,E,SI1,63.2,57.0,4.3,4.25,2.7,621.3865913129209,51.56839073260926,-1.2039728043259361
2456,0.31,Premium,H,SI1,62.3,55.0,4.36,4.34,2.71,656.4845266114595,129.3430048886721,-1.171182981502945
2457,1.71,Premium,G,VS1,62.7,58.0,7.66,7.62,4.79,11480.921480607956,11017.788986737425,0.5364933705145685
2458,0.74,Ideal,G,SI1,61.3,57.0,5.81,5.83,3.57,2821.1032664628606,3473.6514135993602,-0.3011050927839216
2459,0.3,Very Good,F,SI1,63.5,57.0,4.27,4.24,2.7,621.3865913129209,51.56839073260926,-1.2039728043259361
2460,0.71,Good,F,SI2,64.1,60.0,0.0,0.0,0.0,2632.0923079581053,3240.327571131172,-0.342490308946776
2461,0.31,Ideal,D,SI2,61.3,56.0,4.36,4.41,2.69,656.4845266114595,129.3430048886721,-1.171182981502945
2462,0.32,Premium,G,VS2,61.7,60.0,4.4,4.32,2.69,692.3559648221893,207.11761904473406,-1.1394342831883648
2463,1.54,Premium,G,SI1,61.0,59.0,7.43,7.38,4.52,9633.274037397745,9695.620546084361,0.43178241642553783
2464,1.02,Ideal,J,SI2,61.6,55.0,6.49,6.43,3.98,4830.119169181164,5651.340609969111,0.01980262729617973
2465,1.0,Very Good,F,VVS2,62.9,55.0,6.29,6.36,3.98,4672.470742601347,5495.791381656985,0.0
2466,1.0,Premium,D,SI1,62.5,59.0,6.32,6.38,3.97,4672.470742601347,5495.791381656985,0.0
2467,1.01,Ideal,H,VS1,61.5,56.0,6.48,6.43,3.97,4751.031285514873,5573.565995813048,0.009950330853168092
2468,0.7,Premium,G,VVS2,61.8,58.0,5.67,5.63,3.49,2570.2674977629886,3162.5529569751097,-0.35667494393873245
2469,0.29,Ideal,G,VS2,61.6,56.0,4.26,4.29,2.63,587.0704301742494,-26.20622342345314,-1.2378743560016174
2470,0.41,Premium,G,VVS1,60.0,59.0,4.84,4.83,2.9,1048.7956305905404,907.0891464492965,-0.8915981192837836
2471,0.35,Ideal,D,SI1,62.3,55.0,4.54,4.51,2.82,804.5336310506847,440.4414615129217,-1.0498221244986778
2472,1.05,Ideal,F,SI1,61.8,57.0,6.51,6.54,4.03,5070.530149868527,5884.664452437299,0.04879016416943205
2473,0.3,Very Good,H,VVS1,62.2,58.0,4.26,4.29,2.66,621.3865913129209,51.56839073260926,-1.2039728043259361
2474,1.22,Ideal,G,VVS2,60.0,58.0,6.95,6.99,4.18,6520.174671080099,7206.832893090361,0.19885085874516517
2475,1.01,Very Good,G,SI2,60.8,63.0,6.4,6.36,3.88,4751.031285514873,5573.565995813048,0.009950330853168092
2476,1.22,Very Good,E,VS2,59.5,60.0,6.91,7.0,4.14,6520.174671080099,7206.832893090361,0.19885085874516517
2477,1.03,Very Good,F,SI1,60.6,63.0,6.47,6.5,3.93,4909.732711315087,5729.115224125173,0.02955880224154443
2478,1.57,Premium,F,SI1,62.0,58.0,7.47,7.41,4.61,9949.80201731575,9928.944388552549,0.45107561936021673
2479,0.31,Ideal,F,IF,61.2,57.0,4.35,4.38,2.67,656.4845266114595,129.3430048886721,-1.171182981502945
2480,0.42,Ideal,D,SI1,61.9,57.0,4.82,4.77,2.97,1092.0128089311283,984.8637606053594,-0.8675005677047231
2481,0.34,Ideal,E,SI1,63.0,55.0,4.47,4.42,2.8,766.3879710269738,362.6668473568593,-1.0788096613719298
2482,1.01,Premium,F,VS2,63.0,58.0,6.43,6.36,4.03,4751.031285514873,5573.565995813048,0.009950330853168092
2483,0.34,Very Good,E,VS2,62.8,58.0,4.43,4.45,2.79,766.3879710269738,362.6668473568593,-1.0788096613719298
2484,0.4,Ideal,E,SI2,61.2,55.0,4.74,4.77,2.91,1006.2848951620792,829.3145322932346,-0.916290731874155
2485,0.39,Very Good,I,VVS2,63.0,56.0,4.62,4.68,2.93,964.486283295726,751.5399181371722,-0.941608539858445
2486,1.57,Ideal,E,VS2,62.3,57.0,7.39,7.44,4.62,9949.80201731575,9928.944388552549,0.45107561936021673
2487,1.35,Premium,H,VS2,61.5,58.0,7.09,7.15,4.38,7725.846742507485,8217.902877119173,0.30010459245033816
2488,0.35,Very Good,D,SI1,60.1,61.0,4.56,4.59,2.75,804.5336310506847,440.4414615129217,-1.0498221244986778
2489,2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,21695.62809242921,17161.983505066364,0.9162907318741551
2490,0.51,Very Good,G,VS2,62.7,57.0,5.05,5.12,3.19,1511.9022891473296,1684.835288009922,-0.6733445532637656
2491,0.62,Premium,J,VVS2,60.9,58.0,5.5,5.56,3.37,2097.2906245450113,2540.3560437266096,-0.4780358009429998
2492,0.56,Ideal,G,SI1,61.5,56.0,5.31,5.32,3.27,1768.4256633686064,2073.7083587902353,-0.579818495252942
2493,0.35,Ideal,F,VVS1,61.8,55.0,4.53,4.57,2.81,804.5336310506847,440.4414615129217,-1.0498221244986778
2494,0.72,Premium,F,VS1,62.2,58.0,5.75,5.7,3.56,2694.5083150836263,3318.1021852872345,-0.3285040669720361
2495,1.51,Ideal,I,SI2,61.2,58.0,7.33,7.42,4.51,9320.885344580247,9462.296703616174,0.412109650826833
2496,1.01,Good,D,SI2,63.9,57.0,6.29,6.36,4.04,4751.031285514873,5573.565995813048,0.009950330853168092
2497,1.51,Fair,G,SI2,65.5,55.0,7.14,7.08,4.66,9320.885344580247,9462.296703616174,0.412109650826833
2498,0.75,Very Good,H,VVS2,60.6,57.0,5.86,5.89,3.56,2885.277004269015,3551.4260277554226,-0.2876820724517809
2499,0.5,Good,D,SI2,61.9,63.0,5.05,5.07,3.13,1462.5558840840129,1607.0606738538595,-0.6931471805599453
2500,0.36,Ideal,G,VVS2,61.5,55.0,4.58,4.62,2.83,843.4229357517228,518.2160756689846,-1.0216512475319814
2501,0.63,Ideal,F,SI1,62.6,56.0,5.53,5.49,3.45,2154.2831151026367,2618.1306578826725,-0.4620354595965587
2502,0.47,Ideal,H,SI2,62.4,53.0,4.98,5.02,3.12,1318.5086343930957,1373.7368313856723,-0.7550225842780328
2503,1.01,Good,F,SI1,58.8,64.0,6.58,6.51,3.85,4751.031285514873,5573.565995813048,0.009950330853168092
2504,1.01,Very Good,G,VS2,63.2,55.0,6.39,6.34,4.02,4751.031285514873,5573.565995813048,0.009950330853168092
2505,0.9,Ideal,G,SI2,62.7,55.0,6.11,6.17,3.85,3916.2557342213877,4718.04524009636,-0.10536051565782628
2506,1.51,Ideal,I,SI1,61.2,60.0,7.39,7.37,4.52,9320.885344580247,9462.296703616174,0.412109650826833
2507,1.0,Good,I,SI1,57.6,61.0,6.56,6.52,3.77,4672.470742601347,5495.791381656985,0.0
2508,0.31,Premium,I,VS1,62.3,59.0,4.29,4.35,2.69,656.4845266114595,129.3430048886721,-1.171182981502945
2509,1.63,Premium,I,SI1,61.7,58.0,7.54,7.51,4.64,10595.173202276868,10395.592073488924,0.4885800148186709
2510,0.4,Very Good,E,VVS2,61.4,56.0,4.74,4.81,2.93,1006.2848951620792,829.3145322932346,-0.916290731874155
2511,0.42,Very Good,G,VS1,60.6,58.0,4.82,4.95,2.96,1092.0128089311283,984.8637606053594,-0.8675005677047231
2512,0.7,Premium,H,VS1,61.9,56.0,5.7,5.67,3.52,2570.2674977629886,3162.5529569751097,-0.35667494393873245
2513,0.32,Very Good,D,SI1,60.1,60.0,4.38,4.4,2.64,692.3559648221893,207.11761904473406,-1.1394342831883648
2514,0.75,Very Good,E,VS2,62.8,55.0,5.77,5.79,3.63,2885.277004269015,3551.4260277554226,-0.2876820724517809
2515,0.32,Ideal,G,IF,61.4,55.0,4.42,4.44,2.72,692.3559648221893,207.11761904473406,-1.1394342831883648
2516,0.25,Ideal,E,VS2,60.6,57.0,4.08,4.11,2.48,457.80269838091414,-337.30468004770273,-1.3862943611198906
2517,1.02,Ideal,F,SI2,61.6,56.0,6.52,6.49,4.01,4830.119169181164,5651.340609969111,0.01980262729617973
2518,0.4,Premium,D,SI1,61.1,58.0,4.75,4.74,2.9,1006.2848951620792,829.3145322932346,-0.916290731874155
2519,0.48,Good,F,VS1,59.0,60.9,5.09,5.15,3.02,1365.8546424166577,1451.5114455417347,-0.7339691750802004
2520,0.31,Ideal,E,VS1,60.1,55.0,4.42,4.53,2.69,656.4845266114595,129.3430048886721,-1.171182981502945
2521,1.0,Ideal,H,SI2,62.5,54.0,6.32,6.38,3.97,4672.470742601347,5495.791381656985,0.0
2522,0.9,Premium,I,VS2,61.6,58.0,6.15,6.09,3.77,3916.2557342213877,4718.04524009636,-0.10536051565782628
2523,1.02,Very Good,D,SI1,62.7,57.0,6.42,6.5,4.05,4830.119169181164,5651.340609969111,0.01980262729617973
2524,0.36,Premium,F,VS2,62.0,59.0,4.51,4.56,2.81,843.4229357517228,518.2160756689846,-1.0216512475319814
2525,0.31,Very Good,E,SI1,63.1,57.0,4.31,4.28,2.71,656.4845266114595,129.3430048886721,-1.171182981502945
2526,0.7,Fair,F,VS2,65.5,57.0,5.55,5.41,3.59,2570.2674977629886,3162.5529569751097,-0.35667494393873245
2527,1.74,Premium,J,VS2,61.9,62.0,7.62,7.54,4.7,11820.435939708803,11251.112829205611,0.5538851132264376
2528,1.79,Premium,G,VS1,61.7,59.0,7.85,7.74,4.81,12395.123751011852,11639.985899985924,0.5822156198526637
2529,0.36,Ideal,E,VS1,62.4,55.0,4.61,4.59,2.87,843.4229357517228,518.2160756689846,-1.0216512475319814
2530,1.52,Good,E,I1,57.3,58.0,7.53,7.42,4.28,9424.55336677496,9540.071317772235,0.41871033485818504
2531,0.94,Premium,E,SI1,62.0,58.0,6.24,6.27,3.88,4212.278713662544,5029.14369672061,-0.06187540371808753
2532,0.33,Ideal,I,SI1,61.5,57.0,4.49,4.46,2.75,728.9929808348528,284.8922332007969,-1.1086626245216111
2533,1.06,Ideal,G,SI2,62.2,55.0,6.56,6.53,4.07,5151.710788296554,5962.439066593361,0.058268908123975824
2534,0.75,Ideal,E,SI1,62.1,55.0,5.81,5.85,3.62,2885.277004269015,3551.4260277554226,-0.2876820724517809
2535,0.79,Premium,H,VS1,60.0,60.0,6.07,5.99,3.64,3147.7550845537576,3862.524484379673,-0.23572233352106983
2536,0.33,Ideal,E,SI1,59.6,57.0,4.53,4.49,2.69,728.9929808348528,284.8922332007969,-1.1086626245216111
2537,0.82,Ideal,F,SI2,62.4,54.0,5.97,6.02,3.74,3350.61856591658,4095.84832684786,-0.19845093872383832
2538,0.32,Ideal,G,VS1,61.9,55.0,4.4,4.42,2.73,692.3559648221893,207.11761904473406,-1.1394342831883648
2539,0.3,Premium,F,VS2,62.2,60.0,4.22,4.27,2.64,621.3865913129209,51.56839073260926,-1.2039728043259361
2540,0.7,Ideal,F,VS2,62.0,56.0,5.71,5.74,3.55,2570.2674977629886,3162.5529569751097,-0.35667494393873245
2541,1.52,Fair,J,VS1,65.4,58.0,7.22,7.17,4.7,9424.55336677496,9540.071317772235,0.41871033485818504
2542,0.31,Ideal,G,IF,62.0,54.0,4.36,4.38,2.71,656.4845266114595,129.3430048886721,-1.171182981502945
2543,0.51,Ideal,D,VS2,61.6,57.0,5.19,5.14,3.18,1511.9022891473296,1684.835288009922,-0.6733445532637656
2544,0.74,Premium,H,VS2,59.9,57.0,5.91,5.87,3.53,2821.1032664628606,3473.6514135993602,-0.3011050927839216
2545,0.67,Good,F,VS2,58.1,62.0,5.76,5.83,3.36,2388.3677707725724,2929.229114506923,-0.40047756659712525
2546,0.32,Ideal,H,VS1,62.1,55.0,4.39,4.4,2.73,692.3559648221893,207.11761904473406,-1.1394342831883648
2547,0.72,Ideal,H,VS1,62.3,55.0,5.72,5.74,3.57,2694.5083150836263,3318.1021852872345,-0.3285040669720361
2548,0.5,Very Good,E,VS2,62.8,60.0,5.02,5.08,3.17,1462.5558840840129,1607.0606738538595,-0.6931471805599453
2549,0.86,Ideal,E,SI2,61.8,57.0,6.1,6.13,3.78,3628.9922966634567,4406.94678347211,-0.15082288973458366
2550,0.51,Premium,D,SI1,61.9,60.0,5.15,5.12,3.18,1511.9022891473296,1684.835288009922,-0.6733445532637656
2551,2.0,Fair,I,VS1,58.5,68.0,8.26,8.15,4.8,14927.281123441508,13273.252797263238,0.6931471805599453
2552,1.79,Very Good,F,VS2,62.8,59.0,7.7,7.8,4.87,12395.123751011852,11639.985899985924,0.5822156198526637
2553,0.7,Very Good,F,VS2,63.4,56.0,5.69,5.63,3.59,2570.2674977629886,3162.5529569751097,-0.35667494393873245
2554,0.7,Very Good,G,VS2,62.2,61.0,5.54,5.59,3.46,2570.2674977629886,3162.5529569751097,-0.35667494393873245
2555,0.28,Very Good,E,IF,59.6,55.0,4.24,4.31,2.55,553.5446880262255,-103.98083757951508,-1.2729656758128873
2556,0.32,Premium,D,SI1,60.8,58.0,4.41,4.44,2.69,692.3559648221893,207.11761904473406,-1.1394342831883648
2557,1.5,Good,I,I1,62.6,63.0,7.19,7.25,4.52,9217.680181288046,9384.522089460112,0.4054651081081644
2558,0.9,Fair,I,VVS2,60.9,66.0,6.1,6.12,3.72,3916.2557342213877,4718.04524009636,-0.10536051565782628
2559,0.41,Premium,I,VVS2,62.4,60.0,4.73,4.7,2.94,1048.7956305905404,907.0891464492965,-0.8915981192837836
2560,1.0,Premium,J,SI1,58.7,58.0,6.55,6.51,3.83,4672.470742601347,5495.791381656985,0.0
2561,0.91,Very Good,H,VS2,58.3,59.0,6.35,6.47,3.74,3989.445187021826,4795.819854252423,-0.09431067947124129
2562,1.07,Very Good,J,VVS2,60.0,60.0,6.57,6.59,3.95,5233.410568281698,6040.2136807494235,0.06765864847381486
2563,2.2,Ideal,J,SI1,61.5,57.0,8.41,8.37,5.16,17512.259379374813,14828.74508038449,0.7884573603642703
2564,1.52,Very Good,D,SI1,60.6,57.8,7.4,7.46,4.51,9424.55336677496,9540.071317772235,0.41871033485818504
2565,0.31,Ideal,H,VVS2,62.3,55.0,4.36,4.37,2.72,656.4845266114595,129.3430048886721,-1.171182981502945
2566,0.9,Good,H,SI2,64.1,58.0,6.05,6.02,3.87,3916.2557342213877,4718.04524009636,-0.10536051565782628
2567,0.41,Premium,J,VS1,61.3,59.0,4.78,4.74,2.92,1048.7956305905404,907.0891464492965,-0.8915981192837836
2568,1.58,Premium,G,VS2,58.2,58.0,7.68,7.64,4.46,10056.226703886547,10006.719002708613,0.4574248470388755
2569,0.9,Premium,G,SI1,61.9,59.0,6.18,6.13,3.81,3916.2557342213877,4718.04524009636,-0.10536051565782628
2570,1.2,Good,I,SI1,65.0,59.0,6.51,6.57,4.25,6342.056693904903,7051.283664778235,0.1823215567939546
2571,1.16,Very Good,F,VS2,60.2,63.0,6.79,6.7,4.07,5991.815728777554,6740.1852081539855,0.14842000511827322
2572,0.3,Premium,H,VVS2,62.1,52.0,4.31,4.29,2.67,621.3865913129209,51.56839073260926,-1.2039728043259361
2573,0.4,Premium,D,SI1,60.9,60.0,4.74,4.78,2.9,1006.2848951620792,829.3145322932346,-0.916290731874155
2574,0.24,Very Good,F,VVS2,61.4,57.0,4.03,4.06,2.48,427.53370842035156,-415.0792942037656,-1.4271163556401458
2575,0.72,Very Good,H,VS1,60.6,63.0,5.83,5.76,3.51,2694.5083150836263,3318.1021852872345,-0.3285040669720361
2576,0.33,Good,I,VVS2,63.7,56.0,4.4,4.36,2.79,728.9929808348528,284.8922332007969,-1.1086626245216111
2577,0.86,Very Good,E,VS2,62.3,56.0,6.05,6.08,3.78,3628.9922966634567,4406.94678347211,-0.15082288973458366
2578,0.7,Ideal,D,VS1,62.5,57.0,5.65,5.68,3.54,2570.2674977629886,3162.5529569751097,-0.35667494393873245
2579,0.52,Ideal,E,SI1,60.1,59.0,5.18,5.23,3.13,1561.9068580492603,1762.6099021659852,-0.6539264674066639
2580,0.41,Premium,E,VS1,62.3,59.0,4.76,4.74,2.96,1048.7956305905404,907.0891464492965,-0.8915981192837836
2581,1.06,Ideal,G,VS2,61.8,57.0,6.52,6.56,4.04,5151.710788296554,5962.439066593361,0.058268908123975824
2582,0.72,Ideal,J,SI1,62.6,56.0,5.67,5.74,3.57,2694.5083150836263,3318.1021852872345,-0.3285040669720361
2583,1.54,Ideal,H,SI2,60.9,56.0,7.45,7.43,4.53,9633.274037397745,9695.620546084361,0.43178241642553783
2584,0.76,Ideal,D,SI1,61.2,57.0,5.88,5.91,3.61,2950.0315231008713,3629.200641911485,-0.2744368457017603
2585,1.01,Very Good,D,VS2,60.4,58.0,6.47,6.57,3.94,4751.031285514873,5573.565995813048,0.009950330853168092
2586,1.0,Fair,G,VVS2,65.5,54.0,6.3,6.22,4.1,4672.470742601347,5495.791381656985,0.0
2587,2.02,Very Good,H,SI2,59.9,55.0,8.17,8.28,4.93,15178.2608243069,13428.802025575362,0.7030975114131134
2588,0.32,Very Good,F,VS2,63.2,58.0,4.35,4.32,2.74,692.3559648221893,207.11761904473406,-1.1394342831883648
2589,0.32,Ideal,D,SI1,62.0,57.0,4.4,4.37,2.72,692.3559648221893,207.11761904473406,-1.1394342831883648
2590,2.43,Premium,I,SI2,62.2,60.0,8.59,8.53,5.33,20687.340522382754,16617.561205973925,0.8878912573524571
2591,0.92,Very Good,E,SI1,63.3,57.0,6.22,6.17,3.92,4063.180116596073,4873.594468408485,-0.08338160893905101
2592,0.41,Ideal,J,VS1,62.7,57.0,4.72,4.75,2.97,1048.7956305905404,907.0891464492965,-0.8915981192837836
2593,0.38,Premium,H,VS2,60.5,59.0,4.69,4.66,2.83,923.4056669432248,673.7653039811094,-0.9675840262617056
2594,1.71,Very Good,E,SI1,63.4,56.0,7.58,7.5,4.78,11480.921480607956,11017.788986737425,0.5364933705145685
2595,0.9,Very Good,I,SI1,61.4,55.0,6.19,6.28,3.83,3916.2557342213877,4718.04524009636,-0.10536051565782628
2596,0.43,Very Good,F,VS1,63.4,57.0,4.8,4.76,3.03,1135.9309301583232,1062.6383747614223,-0.843970070294529
2597,0.7,Very Good,G,VS2,58.2,60.0,5.84,5.78,3.38,2570.2674977629886,3162.5529569751097,-0.35667494393873245
2598,0.51,Ideal,E,VS2,62.0,54.0,5.16,5.13,3.19,1511.9022891473296,1684.835288009922,-0.6733445532637656
2599,0.4,Good,E,SI1,63.5,58.0,4.65,4.67,2.96,1006.2848951620792,829.3145322932346,-0.916290731874155
2600,0.9,Premium,I,SI1,60.9,56.0,6.26,6.21,3.8,3916.2557342213877,4718.04524009636,-0.10536051565782628
2601,0.78,Good,E,SI2,63.7,54.0,5.82,5.77,3.69,3081.2729888690724,3784.7498702236103,-0.2484613592984996
2602,1.12,Premium,F,SI2,60.5,59.0,6.73,6.79,4.09,5649.642015375149,6429.086751529736,0.11332868530700327
2603,0.4,Premium,E,SI1,60.8,62.0,4.76,4.72,2.88,1006.2848951620792,829.3145322932346,-0.916290731874155
2604,0.51,Very Good,J,SI1,62.6,59.0,5.06,5.1,3.18,1511.9022891473296,1684.835288009922,-0.6733445532637656
2605,1.01,Fair,E,SI2,67.6,57.0,6.21,6.11,4.18,4751.031285514873,5573.565995813048,0.009950330853168092
2606,0.52,Ideal,E,VS2,61.7,55.0,5.16,5.21,3.2,1561.9068580492603,1762.6099021659852,-0.6539264674066639
2607,0.41,Ideal,E,VS2,61.8,56.0,4.78,4.74,2.94,1048.7956305905404,907.0891464492965,-0.8915981192837836
2608,1.05,Premium,G,SI2,60.1,60.0,6.58,6.66,3.98,5070.530149868527,5884.664452437299,0.04879016416943205
2609,2.02,Very Good,G,SI2,62.8,55.0,8.06,8.11,5.08,15178.2608243069,13428.802025575362,0.7030975114131134
2610,0.9,Very Good,I,SI2,60.9,63.0,6.21,6.13,3.76,3916.2557342213877,4718.04524009636,-0.10536051565782628
2611,0.64,Premium,D,VS2,60.9,59.0,5.6,5.63,3.42,2211.890174113429,2695.9052720387353,-0.4462871026284195
2612,1.22,Premium,I,SI1,62.1,58.0,6.89,6.8,4.25,6520.174671080099,7206.832893090361,0.19885085874516517
2613,1.32,Very Good,H,SI1,62.4,58.0,7.02,7.09,4.4,7440.319566833291,7984.579034650986,0.27763173659827955
2614,2.2,Premium,I,SI2,63.0,59.0,8.22,8.19,5.17,17512.259379374813,14828.74508038449,0.7884573603642703
2615,1.0,Ideal,G,VS2,62.6,57.0,6.47,6.4,4.03,4672.470742601347,5495.791381656985,0.0
2616,0.54,Premium,H,VS1,61.9,56.0,5.29,5.24,3.26,1663.8740631244978,1918.15913047811,-0.616186139423817
2617,2.25,Ideal,I,SI2,62.4,57.0,8.39,8.32,5.21,18184.303895117988,15217.6181511648,0.8109302162163288
2618,1.13,Very Good,H,SI2,62.5,62.0,6.59,6.66,4.14,5734.42416173472,6506.861365685798,0.12221763272424911
2619,0.62,Premium,F,SI2,61.7,60.0,5.48,5.45,3.37,2097.2906245450113,2540.3560437266096,-0.4780358009429998
2620,0.9,Fair,D,SI2,64.7,59.0,6.09,5.99,3.91,3916.2557342213877,4718.04524009636,-0.10536051565782628
2621,0.38,Ideal,D,VS2,61.8,56.0,4.65,4.67,2.88,923.4056669432248,673.7653039811094,-0.9675840262617056
2622,0.4,Very Good,D,SI1,63.1,57.0,4.73,4.69,2.97,1006.2848951620792,829.3145322932346,-0.916290731874155
2623,0.61,Premium,D,VS1,62.4,57.0,5.46,5.44,3.4,2040.9158999109366,2462.5814295705472,-0.4942963218147801
2624,1.5,Good,J,VS1,64.1,55.0,7.23,7.13,4.6,9217.680181288046,9384.522089460112,0.4054651081081644
2625,1.25,Ideal,G,SI1,62.5,54.0,6.88,6.85,4.29,6791.068424714163,7440.1567355585485,0.22314355131420976
2626,1.01,Fair,E,SI2,60.0,60.0,6.48,6.38,3.86,4751.031285514873,5573.565995813048,0.009950330853168092
2627,0.83,Premium,G,SI2,61.6,57.0,6.06,6.02,3.72,3419.3711674028964,4173.622941003922,-0.18632957819149348
2628,1.53,Ideal,H,SI1,62.3,57.0,7.41,7.36,4.6,9528.683258107107,9617.8459319283,0.4252677354043441
2629,0.71,Ideal,E,VS1,62.4,56.0,5.75,5.7,3.57,2632.0923079581053,3240.327571131172,-0.342490308946776
2630,0.38,Good,H,SI1,63.3,57.0,4.58,4.62,2.91,923.4056669432248,673.7653039811094,-0.9675840262617056
2631,0.74,Ideal,F,SI1,61.2,56.0,5.83,5.87,3.58,2821.1032664628606,3473.6514135993602,-0.3011050927839216
2632,0.84,Good,G,VS2,63.6,59.0,5.89,5.94,3.76,3488.6857697558708,4251.397555159985,-0.1743533871447778
2633,0.75,Ideal,E,SI1,61.4,57.0,5.82,5.87,3.59,2885.277004269015,3551.4260277554226,-0.2876820724517809
2634,0.42,Premium,H,VS1,61.7,59.0,4.76,4.83,2.96,1092.0128089311283,984.8637606053594,-0.8675005677047231
2635,0.94,Premium,E,SI2,62.4,58.0,6.26,6.33,3.93,4212.278713662544,5029.14369672061,-0.06187540371808753
2636,0.72,Very Good,F,VVS2,59.2,63.0,5.77,5.86,3.44,2694.5083150836263,3318.1021852872345,-0.3285040669720361
2637,0.3,Premium,E,VS2,62.4,59.0,4.3,4.26,2.67,621.3865913129209,51.56839073260926,-1.2039728043259361
2638,0.41,Very Good,E,SI2,63.3,56.0,4.73,4.69,2.98,1048.7956305905404,907.0891464492965,-0.8915981192837836
2639,0.43,Ideal,D,VS2,61.3,55.0,4.84,4.88,2.98,1135.9309301583232,1062.6383747614223,-0.843970070294529
2640,2.24,Premium,I,SI2,61.9,58.0,8.29,8.36,5.15,18049.079225129502,15139.843537008739,0.8064758658669485
2641,0.84,Very Good,G,VS2,61.8,57.0,6.04,6.07,3.74,3488.6857697558708,4251.397555159985,-0.1743533871447778
