,carat,cut,color,clarity,depth,table,x,y,z,price_predicted,price_predict
2131,0.23,Fair,G,VVS2,61.4,66.0,3.87,3.91,2.39,-471.22825363086395,-492.85390835982844
2132,0.51,Ideal,D,VS1,61.7,54.0,5.12,5.15,3.17,1701.1489221423835,1684.835288009922
2133,0.5,Premium,F,VS2,61.7,59.0,5.09,5.05,3.13,1623.5640230076247,1607.0606738538595
2134,0.47,Ideal,H,VS2,61.7,57.0,4.99,5.03,3.09,1390.809325603348,1373.7368313856723
2135,0.61,Ideal,G,SI1,61.7,55.0,5.46,5.49,3.38,2476.9979134899722,2462.5814295705472
2136,0.32,Ideal,I,VVS1,61.9,55.0,4.39,4.4,2.72,227.03583858196544,207.11761904473406
2137,1.23,Ideal,G,SI2,58.8,60.0,7.01,7.08,4.14,7287.2616598450195,7284.607507246423
2138,0.9,Premium,G,VS2,61.0,58.0,6.2,6.13,3.76,4726.959988397978,4718.04524009636
2139,0.42,Very Good,F,VS2,60.1,61.0,4.84,4.88,2.92,1002.8848299295537,984.8637606053594
2140,0.41,Premium,G,VVS1,59.9,59.0,4.79,4.83,2.88,925.2999307947948,907.0891464492965
2141,2.01,Ideal,J,SI1,62.8,58.0,8.02,7.97,5.02,13338.88379235621,13351.027411419298
2142,0.42,Ideal,E,VVS1,62.0,56.0,4.78,4.84,2.98,1002.8848299295537,984.8637606053594
2143,1.01,Premium,H,VS2,62.6,61.0,6.33,6.29,3.95,5580.393878880326,5573.565995813048
2144,0.7,Very Good,E,VS2,61.7,60.0,5.67,5.7,3.51,3175.2620057028016,3162.5529569751097
2145,0.3,Premium,H,VS1,63.0,59.0,4.27,4.21,2.67,71.8660403124477,51.56839073260926
2146,0.41,Premium,H,VS1,62.8,59.0,4.73,4.64,2.94,925.2999307947948,907.0891464492965
2147,0.33,Ideal,H,VVS2,60.9,57.0,4.48,4.52,2.74,304.6207377167243,284.8922332007969
2148,0.32,Ideal,G,SI1,62.5,55.0,4.35,4.38,2.73,227.03583858196544,207.11761904473406
2149,0.31,Good,E,IF,64.2,60.0,4.28,4.22,2.73,149.45093944720657,129.3430048886721
2150,0.52,Ideal,G,IF,61.5,56.0,5.16,5.21,3.19,1778.7338212771424,1762.6099021659852
2151,0.3,Premium,G,SI2,62.5,59.0,4.31,4.27,2.68,71.8660403124477,51.56839073260926
2152,1.21,Premium,D,VS1,60.2,59.0,6.89,6.86,4.14,7132.091861575503,7129.058278934299
2153,1.2,Ideal,I,VVS2,62.9,55.0,6.75,6.79,4.26,7054.506962440743,7051.283664778235
2154,0.3,Ideal,G,VVS1,61.9,54.0,4.33,4.36,2.69,71.8660403124477,51.56839073260926
2155,0.91,Very Good,E,SI2,60.5,59.0,6.26,6.34,3.81,4804.544887532737,4795.819854252423
2156,1.64,Premium,J,SI2,63.0,58.0,7.54,7.49,4.74,10468.242524370133,10473.366687644986
2157,0.71,Ideal,H,VVS2,61.9,56.0,5.72,5.76,3.55,3252.84690483756,3240.327571131172
2158,1.05,Ideal,I,SI1,60.4,57.0,6.6,6.58,3.98,5890.733475419362,5884.664452437299
2159,0.31,Ideal,G,VVS1,62.8,53.0,4.36,4.34,2.73,149.45093944720657,129.3430048886721
2160,0.51,Very Good,D,VS2,63.5,56.0,5.1,5.07,3.23,1701.1489221423835,1684.835288009922
2161,0.31,Ideal,E,VVS2,60.8,56.0,4.39,4.42,2.68,149.45093944720657,129.3430048886721
2162,0.41,Premium,F,VS2,60.3,58.0,4.85,4.8,2.91,925.2999307947948,907.0891464492965
2163,1.23,Very Good,H,SI1,62.3,58.0,6.79,6.83,4.24,7287.2616598450195,7284.607507246423
2164,1.06,Good,F,SI2,62.2,61.0,6.47,6.53,4.04,5968.31837455412,5962.439066593361
2165,0.71,Very Good,D,SI2,61.8,63.0,5.73,5.67,3.52,3252.84690483756,3240.327571131172
2166,0.4,Premium,E,VS1,61.8,55.0,4.76,4.72,2.93,847.7150316600364,829.3145322932346
2167,1.63,Very Good,I,SI1,61.9,60.0,7.51,7.55,4.66,10390.657625235373,10395.592073488924
2168,0.51,Premium,E,VVS2,62.1,57.0,5.18,5.15,3.21,1701.1489221423835,1684.835288009922
2169,1.51,Very Good,J,VS2,60.2,59.0,7.35,7.36,4.43,9459.638835618269,9462.296703616174
2170,0.91,Very Good,E,SI2,60.0,60.0,6.23,6.28,3.75,4804.544887532737,4795.819854252423
2171,1.58,Premium,G,VS1,62.4,60.0,7.46,7.38,4.63,10002.73312956158,10006.719002708613
2172,1.5,Premium,J,SI1,62.1,57.0,7.42,7.26,4.56,9382.05393648351,9384.522089460112
2173,1.15,Ideal,I,VS1,62.1,55.0,6.76,6.67,4.18,6666.5824667669485,6662.410593997922
2174,0.51,Ideal,I,VS2,62.1,55.0,5.1,5.13,3.17,1701.1489221423835,1684.835288009922
2175,0.75,Ideal,G,VS2,60.6,55.0,5.91,5.93,3.59,3563.1865013765955,3551.4260277554226
2176,0.27,Ideal,E,VVS1,62.3,56.0,4.17,4.15,2.59,-160.88865709182846,-181.75545173557794
2177,0.49,Good,F,VS1,58.9,60.5,5.17,5.21,3.05,1545.9791238728658,1529.286059697797
2178,0.34,Good,G,VS2,63.1,57.0,4.43,4.47,2.81,382.2056368514832,362.6668473568593
2179,0.41,Ideal,D,SI1,62.3,55.0,4.79,4.77,2.98,925.2999307947948,907.0891464492965
2180,0.34,Premium,D,SI1,62.0,58.0,4.47,4.43,2.76,382.2056368514832,362.6668473568593
2181,0.92,Premium,H,SI1,62.0,60.0,6.21,6.27,3.87,4882.129786667497,4873.594468408485
2182,0.91,Good,H,VS2,63.1,59.0,6.13,6.16,3.88,4804.544887532737,4795.819854252423
2183,0.61,Ideal,F,VVS2,61.5,55.0,5.47,5.53,3.38,2476.9979134899722,2462.5814295705472
2184,1.57,Good,G,VS2,57.8,60.0,7.66,7.6,4.41,9925.148230426821,9928.944388552549
2185,0.31,Premium,F,IF,61.5,58.0,4.35,4.33,2.67,149.45093944720657,129.3430048886721
2186,1.58,Ideal,J,VVS1,61.5,56.0,7.48,7.5,4.61,10002.73312956158,10006.719002708613
2187,1.08,Premium,H,SI1,62.6,56.0,6.58,6.52,4.1,6123.488172823639,6117.988294905486
2188,0.54,Good,D,SI1,57.9,60.0,5.36,5.39,3.11,1933.9036195466606,1918.15913047811
2189,0.45,Ideal,G,IF,62.8,53.0,4.92,4.95,3.1,1235.6395273338303,1218.187603073547
2190,0.7,Premium,F,SI2,62.9,57.0,5.64,5.61,3.53,3175.2620057028016,3162.5529569751097
2191,0.43,Ideal,D,VS1,61.6,56.0,4.85,4.86,2.99,1080.4697290643126,1062.6383747614223
2192,1.04,Ideal,F,VS2,62.1,57.0,6.53,6.48,4.04,5813.148576284602,5806.889838281236
2193,1.21,Ideal,D,VS2,60.9,60.0,6.91,6.86,4.19,7132.091861575503,7129.058278934299
2194,0.65,Very Good,F,SI1,60.0,63.0,5.62,5.54,3.35,2787.3375100290077,2773.6798861947973
2195,1.31,Ideal,H,VS1,61.5,55.0,7.02,7.05,4.33,7907.940852923092,7906.804420494924
2196,0.3,Very Good,E,IF,60.9,59.0,4.29,4.32,2.62,71.8660403124477,51.56839073260926
2197,1.02,Good,E,SI1,63.7,62.0,6.31,6.4,4.05,5657.978778015085,5651.340609969111
2198,0.7,Ideal,J,VS1,61.6,57.0,5.72,5.77,3.54,3175.2620057028016,3162.5529569751097
2199,0.3,Ideal,G,VVS2,62.4,55.0,4.32,4.34,2.7,71.8660403124477,51.56839073260926
2200,0.32,Ideal,G,VVS2,61.4,55.0,4.4,4.43,2.71,227.03583858196544,207.11761904473406
2201,2.01,Good,G,SI1,63.9,60.0,7.81,7.75,4.97,13338.88379235621,13351.027411419298
2202,0.6,Ideal,I,SI1,60.7,58.0,5.43,5.45,3.3,2399.413014355213,2384.806815414485
2203,1.03,Very Good,G,VS1,60.7,58.0,6.5,6.55,3.96,5735.563677149844,5729.115224125173
2204,2.18,Very Good,G,SI2,63.1,58.0,8.29,8.23,5.21,14657.82707764711,14673.195852072364
2205,2.3,Ideal,G,SI2,61.6,57.0,8.47,8.41,5.2,15588.845867264215,15606.491221945113
2206,1.02,Very Good,F,SI1,60.7,59.0,6.49,6.55,3.96,5657.978778015085,5651.340609969111
2207,0.31,Ideal,H,VVS2,62.5,55.0,4.34,4.37,2.72,149.45093944720657,129.3430048886721
2208,2.04,Very Good,H,SI2,60.0,60.0,8.21,8.17,4.91,13571.638489760488,13584.351253887487
2209,0.31,Premium,E,VS1,61.0,60.0,4.37,4.35,2.66,149.45093944720657,129.3430048886721
2210,0.51,Premium,H,SI2,60.0,62.0,5.18,5.15,3.1,1701.1489221423835,1684.835288009922
2211,0.72,Ideal,D,VS1,60.9,56.0,5.79,5.86,3.55,3330.4318039723194,3318.1021852872345
2212,0.32,Ideal,E,VS2,61.3,57.0,4.45,4.42,2.72,227.03583858196544,207.11761904473406
2213,0.92,Ideal,D,VS2,61.4,56.0,6.26,6.28,3.85,4882.129786667497,4873.594468408485
2214,0.7,Premium,F,SI1,61.0,60.0,5.75,5.72,3.5,3175.2620057028016,3162.5529569751097
2215,0.31,Ideal,E,VS2,62.0,55.0,4.33,4.35,2.69,149.45093944720657,129.3430048886721
2216,1.01,Very Good,I,SI1,64.4,54.0,6.31,6.4,4.09,5580.393878880326,5573.565995813048
2217,1.0,Very Good,F,VS1,62.1,60.0,6.33,6.42,3.96,5502.808979745567,5495.791381656985
2218,0.72,Premium,J,SI1,60.9,57.0,5.84,5.78,3.54,3330.4318039723194,3318.1021852872345
2219,0.9,Ideal,H,VS1,61.8,56.0,6.18,6.24,3.84,4726.959988397978,4718.04524009636
2220,0.91,Premium,G,SI2,60.1,62.0,6.24,6.2,3.73,4804.544887532737,4795.819854252423
2221,0.72,Premium,H,SI2,61.8,56.0,5.79,5.73,3.56,3330.4318039723194,3318.1021852872345
2222,0.52,Ideal,E,SI2,60.9,56.0,5.2,5.23,3.17,1778.7338212771424,1762.6099021659852
2223,0.42,Premium,F,VS2,61.9,58.0,4.8,4.76,2.96,1002.8848299295537,984.8637606053594
2224,0.7,Ideal,G,SI1,61.6,56.0,5.69,5.73,3.52,3175.2620057028016,3162.5529569751097
2225,1.2,Very Good,G,SI1,63.4,55.0,6.72,6.65,4.24,7054.506962440743,7051.283664778235
2226,1.71,Very Good,F,VS2,63.5,59.0,7.51,7.46,4.75,11011.336818313444,11017.788986737425
2227,0.7,Fair,F,I1,65.9,57.0,5.64,5.5,3.67,3175.2620057028016,3162.5529569751097
2228,1.59,Ideal,H,VS1,61.8,57.0,7.42,7.49,4.61,10080.31802869634,10084.493616864675
2229,0.85,Ideal,G,SI1,62.2,56.0,6.04,6.09,3.77,4339.035492724184,4329.172169316047
2230,0.5,Good,E,SI2,63.2,61.0,5.02,5.05,3.18,1623.5640230076247,1607.0606738538595
2231,1.5,Premium,E,SI2,61.2,59.0,7.41,7.36,4.52,9382.05393648351,9384.522089460112
2232,0.65,Ideal,J,SI1,61.9,54.0,5.6,5.62,3.47,2787.3375100290077,2773.6798861947973
2233,0.52,Ideal,H,SI2,61.0,55.0,5.19,5.23,3.18,1778.7338212771424,1762.6099021659852
2234,1.22,Ideal,H,SI1,61.9,55.0,6.82,6.87,4.24,7209.676760710262,7206.832893090361
2235,1.7,Premium,G,VS2,59.0,58.0,7.85,7.8,4.62,10933.751919178685,10940.014372581361
2236,1.07,Premium,I,I1,59.8,59.0,6.68,6.62,3.98,6045.903273688879,6040.2136807494235
2237,0.31,Premium,G,SI1,61.8,60.0,4.35,4.32,2.68,149.45093944720657,129.3430048886721
2238,0.3,Good,G,VS1,63.1,56.0,4.24,4.26,2.68,71.8660403124477,51.56839073260926
2239,0.58,Fair,F,I1,66.3,55.0,5.18,5.1,3.41,2244.243216085695,2229.257587102359
2240,0.31,Ideal,D,VVS2,61.9,57.0,4.35,4.31,2.68,149.45093944720657,129.3430048886721
2241,0.4,Ideal,D,SI1,59.6,57.0,4.82,4.77,2.86,847.7150316600364,829.3145322932346
2242,1.12,Ideal,D,I1,60.6,55.0,6.73,6.76,4.09,6433.827769362674,6429.086751529736
2243,0.51,Ideal,F,VVS2,62.2,56.0,5.12,5.08,3.17,1701.1489221423835,1684.835288009922
2244,0.56,Ideal,J,VS2,61.4,56.0,5.32,5.34,3.27,2089.0734178161783,2073.7083587902353
2245,1.28,Ideal,G,VVS2,61.2,54.0,7.03,7.06,4.31,7675.186155518814,7673.480578026736
2246,0.8,Fair,G,I1,64.5,57.0,5.86,5.83,3.77,3951.1109970503903,3940.2990985357355
2247,1.54,Ideal,G,VS2,60.6,57.0,7.55,7.49,4.56,9692.393533022543,9695.620546084361
2248,2.5,Fair,G,SI2,67.0,57.0,8.36,8.29,5.58,17140.543849959395,17161.983505066364
2249,0.9,Very Good,F,VS2,62.3,59.0,6.1,6.16,3.82,4726.959988397978,4718.04524009636
2250,0.4,Very Good,J,VS2,60.9,62.0,4.73,4.76,2.89,847.7150316600364,829.3145322932346
2251,1.07,Premium,H,VS2,62.1,59.0,6.52,6.56,4.06,6045.903273688879,6040.2136807494235
2252,0.55,Premium,D,SI1,62.7,59.0,5.25,5.22,3.28,2011.488518681419,1995.9337446341726
2253,2.01,Premium,I,SI2,58.2,61.0,8.24,8.2,4.78,13338.88379235621,13351.027411419298
2254,0.5,Ideal,E,VS2,62.5,57.0,5.1,5.04,3.17,1623.5640230076247,1607.0606738538595
2255,1.04,Very Good,D,IF,61.3,56.0,6.53,6.55,4.01,5813.148576284602,5806.889838281236
2256,0.35,Premium,D,SI2,62.3,58.0,4.54,4.48,2.81,459.79053598624205,440.4414615129217
2257,0.34,Ideal,I,VVS1,61.8,56.0,4.47,4.5,2.77,382.2056368514832,362.6668473568593
2258,0.3,Ideal,H,SI1,62.9,57.0,4.27,4.22,2.67,71.8660403124477,51.56839073260926
2259,1.12,Premium,G,I1,60.3,60.0,6.75,6.69,4.05,6433.827769362674,6429.086751529736
2260,1.01,Premium,D,SI1,62.9,59.0,6.43,6.39,4.03,5580.393878880326,5573.565995813048
2261,0.36,Premium,E,VS1,61.3,58.0,4.58,4.56,2.8,537.3754351210009,518.2160756689846
2262,0.73,Premium,G,SI1,60.8,58.0,5.82,5.85,3.55,3408.016703107078,3395.8767994432974
2263,1.16,Ideal,G,VS2,62.5,56.0,6.67,6.73,4.19,6744.167365901708,6740.1852081539855
2264,1.51,Ideal,H,SI1,61.3,56.0,7.44,7.4,4.55,9459.638835618269,9462.296703616174
2265,0.7,Good,I,VS1,63.1,57.0,5.59,5.67,3.55,3175.2620057028016,3162.5529569751097
2266,1.0,Very Good,D,SI2,60.5,60.0,6.41,6.44,3.89,5502.808979745567,5495.791381656985
2267,0.31,Good,H,VVS2,63.4,56.0,4.29,4.32,2.73,149.45093944720657,129.3430048886721
2268,0.3,Ideal,F,VS2,61.6,57.0,4.33,4.3,2.66,71.8660403124477,51.56839073260926
2269,0.57,Premium,F,SI1,62.1,59.0,5.31,5.28,3.29,2166.658316950936,2151.482972946297
2270,0.9,Premium,D,SI2,59.2,60.0,6.34,6.3,3.74,4726.959988397978,4718.04524009636
2271,0.54,Ideal,F,VS2,63.0,57.0,5.22,5.18,3.28,1933.9036195466606,1918.15913047811
2272,0.59,Ideal,E,VS2,60.2,59.0,5.47,5.49,3.3,2321.8281152204536,2307.032201258422
2273,0.91,Ideal,F,SI2,62.4,57.0,6.22,6.18,3.87,4804.544887532737,4795.819854252423
2274,0.33,Very Good,I,VS1,63.2,57.0,4.4,4.37,2.77,304.6207377167243,284.8922332007969
2275,0.41,Good,F,VVS2,63.6,56.0,4.72,4.68,2.99,925.2999307947948,907.0891464492965
2276,1.23,Very Good,J,VS2,62.9,59.0,6.8,6.85,4.29,7287.2616598450195,7284.607507246423
2277,0.42,Ideal,I,VVS1,62.0,55.0,4.88,4.8,3.0,1002.8848299295537,984.8637606053594
2278,1.31,Premium,I,VS2,60.4,59.0,7.16,7.05,4.29,7907.940852923092,7906.804420494924
2279,0.35,Ideal,F,VS1,62.4,57.0,4.52,4.49,2.81,459.79053598624205,440.4414615129217
2280,1.16,Premium,G,SI1,63.0,58.0,6.7,6.66,4.21,6744.167365901708,6740.1852081539855
2281,0.34,Very Good,H,VS1,61.3,56.0,4.48,4.53,2.76,382.2056368514832,362.6668473568593
2282,0.44,Premium,E,SI1,62.3,59.0,4.84,4.88,3.03,1158.0546281990714,1140.4129889174847
2283,0.34,Ideal,I,SI1,61.9,57.0,4.49,4.52,2.79,382.2056368514832,362.6668473568593
2284,0.7,Good,I,SI1,61.6,63.0,5.59,5.68,3.47,3175.2620057028016,3162.5529569751097
2285,0.4,Premium,H,VS1,62.6,58.0,4.68,4.71,2.94,847.7150316600364,829.3145322932346
2286,0.78,Very Good,F,SI2,62.4,59.0,5.86,5.91,3.67,3795.9411987808726,3784.7498702236103
2287,0.9,Very Good,G,SI2,64.2,56.0,6.04,6.11,3.9,4726.959988397978,4718.04524009636
2288,0.55,Premium,D,SI1,61.6,56.0,5.28,5.24,3.24,2011.488518681419,1995.9337446341726
2289,1.11,Premium,G,VS2,60.4,58.0,6.76,6.72,4.07,6356.242870227915,6351.312137373674
2290,1.33,Premium,I,VS1,61.5,58.0,7.06,7.02,4.33,8063.110651192609,8062.3536488070495
2291,0.41,Premium,G,VS2,61.4,59.0,4.79,4.75,2.93,925.2999307947948,907.0891464492965
2292,0.34,Ideal,F,SI2,60.1,56.0,4.54,4.55,2.73,382.2056368514832,362.6668473568593
2293,1.42,Premium,H,SI1,62.3,58.0,7.15,7.19,4.47,8761.374743405438,8762.32517621161
2294,0.28,Ideal,F,VVS2,61.8,56.0,4.22,4.26,2.62,-83.30375795706959,-103.98083757951508
2295,1.04,Good,D,SI2,57.6,63.0,6.67,6.7,3.85,5813.148576284602,5806.889838281236
2296,0.59,Ideal,J,VS2,60.8,57.0,5.47,5.42,3.31,2321.8281152204536,2307.032201258422
2297,0.5,Premium,D,SI1,61.2,60.0,5.14,5.09,3.13,1623.5640230076247,1607.0606738538595
2298,0.95,Very Good,E,SI1,62.8,59.0,6.21,6.25,3.91,5114.884484071772,5106.918310876672
2299,0.3,Ideal,G,VS1,61.8,57.0,4.29,4.32,2.66,71.8660403124477,51.56839073260926
2300,0.71,Ideal,F,VS1,61.5,57.0,5.74,5.71,3.52,3252.84690483756,3240.327571131172
2301,0.56,Very Good,G,VS1,60.2,56.0,5.35,5.37,3.23,2089.0734178161783,2073.7083587902353
2302,1.02,Very Good,H,SI1,62.8,59.0,6.33,6.38,3.99,5657.978778015085,5651.340609969111
2303,0.47,Very Good,H,VS2,57.2,60.0,5.18,5.21,2.97,1390.809325603348,1373.7368313856723
2304,1.15,Premium,G,SI1,62.2,56.0,6.76,6.68,4.18,6666.5824667669485,6662.410593997922
2305,0.81,Very Good,H,VS1,62.2,57.0,5.91,5.94,3.69,4028.6958961851496,4018.073712691798
2306,1.52,Very Good,F,SI2,63.1,60.0,7.25,7.21,4.56,9537.223734753028,9540.071317772235
2307,1.59,Very Good,H,VVS2,63.0,58.0,7.43,7.48,4.7,10080.31802869634,10084.493616864675
2308,1.14,Premium,F,SI1,59.6,58.0,6.8,6.78,4.05,6588.997567632189,6584.63597984186
2309,0.33,Ideal,E,VVS1,61.6,56.0,4.44,4.46,2.74,304.6207377167243,284.8922332007969
2310,0.24,Ideal,G,VVS2,61.2,56.0,3.99,4.02,2.45,-393.6433544961053,-415.0792942037656
2311,0.56,Very Good,H,SI2,62.0,63.0,5.26,5.21,3.27,2089.0734178161783,2073.7083587902353
2312,1.53,Premium,H,SI2,62.5,59.0,7.4,7.36,4.61,9614.808633887787,9617.8459319283
2313,0.4,Ideal,I,VS1,60.9,56.0,4.76,4.8,2.91,847.7150316600364,829.3145322932346
2314,0.33,Ideal,H,VS1,62.0,55.0,4.46,4.44,2.76,304.6207377167243,284.8922332007969
2315,0.7,Very Good,I,SI2,62.4,58.0,5.64,5.68,3.53,3175.2620057028016,3162.5529569751097
2316,1.24,Premium,H,SI1,60.4,59.0,6.97,6.93,4.2,7364.846558979779,7362.382121402486
2317,0.54,Ideal,E,VS2,61.3,55.0,5.24,5.26,3.22,1933.9036195466606,1918.15913047811
2318,1.31,Very Good,H,VS2,60.4,58.0,7.04,7.09,4.27,7907.940852923092,7906.804420494924
2319,0.51,Good,H,SI1,63.7,56.0,5.07,5.1,3.24,1701.1489221423835,1684.835288009922
2320,0.31,Ideal,G,IF,61.0,56.0,4.37,4.39,2.67,149.45093944720657,129.3430048886721
2321,0.7,Ideal,D,SI1,61.2,54.0,5.79,5.75,3.53,3175.2620057028016,3162.5529569751097
2322,0.9,Ideal,H,VVS2,62.0,57.0,6.15,6.2,3.83,4726.959988397978,4718.04524009636
2323,0.3,Very Good,D,SI2,61.2,60.0,4.28,4.31,2.63,71.8660403124477,51.56839073260926
2324,1.02,Very Good,G,VS2,63.5,56.0,6.43,6.38,4.07,5657.978778015085,5651.340609969111
2325,1.13,Very Good,I,VS1,61.7,54.0,6.71,6.74,4.15,6511.412668497432,6506.861365685798
2326,0.43,Very Good,F,SI1,62.5,56.0,4.82,4.85,3.02,1080.4697290643126,1062.6383747614223
2327,1.27,Very Good,I,VS1,60.6,59.0,7.04,6.96,4.24,7597.601256384055,7595.705963870674
2328,1.52,Ideal,I,VS1,62.4,57.0,7.32,7.36,4.58,9537.223734753028,9540.071317772235
2329,0.35,Premium,F,VS2,61.4,59.0,4.53,4.56,2.79,459.79053598624205,440.4414615129217
2330,0.3,Very Good,G,SI1,62.5,56.0,4.27,4.3,2.68,71.8660403124477,51.56839073260926
2331,0.56,Ideal,H,IF,60.4,57.0,5.35,5.39,3.24,2089.0734178161783,2073.7083587902353
2332,0.51,Ideal,F,VVS2,61.8,56.0,5.13,5.16,3.18,1701.1489221423835,1684.835288009922
2333,0.71,Very Good,H,SI1,61.5,56.0,5.71,5.75,3.53,3252.84690483756,3240.327571131172
2334,0.3,Ideal,F,SI1,62.1,55.0,4.31,4.35,2.69,71.8660403124477,51.56839073260926
2335,0.41,Premium,F,VS2,61.6,59.0,4.74,4.77,2.93,925.2999307947948,907.0891464492965
2336,0.5,Premium,E,VS1,62.8,59.0,5.09,5.0,3.17,1623.5640230076247,1607.0606738538595
2337,0.56,Ideal,D,VS2,60.6,56.0,5.33,5.37,3.24,2089.0734178161783,2073.7083587902353
2338,1.27,Ideal,F,SI2,62.0,55.0,6.9,6.95,4.3,7597.601256384055,7595.705963870674
2339,1.06,Premium,D,VS2,62.3,59.0,6.48,6.52,4.05,5968.31837455412,5962.439066593361
2340,1.07,Premium,D,IF,60.9,58.0,6.67,6.57,4.03,6045.903273688879,6040.2136807494235
2341,1.02,Premium,G,SI1,63.0,55.0,6.45,6.4,4.05,5657.978778015085,5651.340609969111
2342,1.0,Very Good,H,SI1,63.4,56.0,6.37,6.34,4.03,5502.808979745567,5495.791381656985
2343,0.34,Ideal,F,VS2,62.5,55.0,4.51,4.48,2.81,382.2056368514832,362.6668473568593
2344,1.2,Very Good,G,SI2,61.8,60.0,6.78,6.85,4.21,7054.506962440743,7051.283664778235
2345,0.58,Ideal,E,VS2,61.6,55.0,5.33,5.38,3.3,2244.243216085695,2229.257587102359
2346,0.3,Good,H,SI1,63.8,55.0,4.2,4.26,2.7,71.8660403124477,51.56839073260926
2347,2.0,Premium,D,SI2,61.6,59.0,8.09,8.2,5.02,13261.29889322145,13273.252797263238
2348,0.3,Premium,E,VS1,61.4,59.0,4.32,4.28,2.64,71.8660403124477,51.56839073260926
2349,0.3,Ideal,E,VVS2,61.1,57.0,4.34,4.36,2.65,71.8660403124477,51.56839073260926
2350,1.01,Very Good,H,SI2,63.4,55.0,6.35,6.29,4.01,5580.393878880326,5573.565995813048
2351,0.43,Premium,D,SI1,61.2,58.0,4.87,4.83,2.97,1080.4697290643126,1062.6383747614223
2352,0.51,Premium,F,VS1,60.2,58.0,5.25,5.21,3.15,1701.1489221423835,1684.835288009922
2353,1.0,Premium,E,SI1,61.9,62.0,6.4,6.34,3.94,5502.808979745567,5495.791381656985
2354,0.31,Ideal,H,VVS2,61.2,56.0,4.34,4.37,2.66,149.45093944720657,129.3430048886721
2355,0.31,Ideal,G,VVS1,61.9,55.0,4.36,4.3,2.68,149.45093944720657,129.3430048886721
2356,0.51,Ideal,I,SI1,62.5,57.0,5.07,5.1,3.18,1701.1489221423835,1684.835288009922
2357,0.77,Premium,D,VS2,61.3,60.0,5.92,5.89,3.62,3718.3562996461133,3706.975256067548
2358,0.7,Ideal,G,SI2,61.2,56.0,5.73,5.78,3.52,3175.2620057028016,3162.5529569751097
2359,0.58,Very Good,E,SI2,59.0,62.0,5.46,5.49,3.23,2244.243216085695,2229.257587102359
2360,0.74,Very Good,H,SI1,62.4,58.0,5.71,5.76,3.58,3485.601602241837,3473.6514135993602
2361,0.35,Very Good,E,IF,57.9,56.0,4.71,4.75,2.74,459.79053598624205,440.4414615129217
2362,0.52,Ideal,E,VS2,61.2,56.0,5.16,5.23,3.18,1778.7338212771424,1762.6099021659852
2363,0.31,Ideal,F,VS2,62.8,56.0,4.32,4.28,2.7,149.45093944720657,129.3430048886721
2364,1.54,Premium,G,SI1,60.5,61.0,7.47,7.44,4.51,9692.393533022543,9695.620546084361
2365,0.76,Very Good,H,IF,62.6,57.0,5.8,5.83,3.64,3640.771400511355,3629.200641911485
2366,0.27,Very Good,E,VVS2,62.5,59.0,4.09,4.14,2.57,-160.88865709182846,-181.75545173557794
2367,0.91,Premium,D,SI2,61.0,61.0,6.24,6.16,3.78,4804.544887532737,4795.819854252423
2368,0.53,Good,D,VS2,58.4,58.0,5.31,5.38,3.12,1856.3187204119013,1840.3845163220476
2369,1.5,Good,D,SI2,60.2,65.0,7.37,7.34,4.43,9382.05393648351,9384.522089460112
2370,0.33,Ideal,E,VS1,60.6,57.0,4.5,4.54,2.74,304.6207377167243,284.8922332007969
2371,0.91,Good,E,I1,57.7,63.0,6.35,6.3,3.65,4804.544887532737,4795.819854252423
2372,0.55,Very Good,I,VS2,61.0,57.0,5.31,5.32,3.24,2011.488518681419,1995.9337446341726
2373,1.08,Good,E,SI2,63.7,57.0,6.54,6.49,4.15,6123.488172823639,6117.988294905486
2374,0.52,Premium,G,VVS1,61.9,61.0,5.13,5.11,3.17,1778.7338212771424,1762.6099021659852
2375,0.24,Very Good,E,VS1,60.1,57.0,4.08,4.1,2.46,-393.6433544961053,-415.0792942037656
2376,0.36,Ideal,D,VS2,62.5,55.0,4.55,4.57,2.85,537.3754351210009,518.2160756689846
2377,1.0,Fair,F,SI2,65.5,56.0,6.3,6.19,4.09,5502.808979745567,5495.791381656985
2378,0.75,Premium,H,VS2,60.8,57.0,5.9,5.87,3.58,3563.1865013765955,3551.4260277554226
2379,0.78,Premium,H,SI2,59.7,59.0,6.03,5.97,3.58,3795.9411987808726,3784.7498702236103
2380,0.31,Ideal,E,VS1,61.3,55.0,4.36,4.38,2.68,149.45093944720657,129.3430048886721
2381,0.36,Ideal,H,VS2,61.0,55.0,4.59,4.62,2.81,537.3754351210009,518.2160756689846
2382,0.41,Ideal,D,VVS2,62.1,56.0,4.76,4.78,2.96,925.2999307947948,907.0891464492965
2383,0.34,Premium,E,SI2,62.4,59.0,4.46,4.42,2.77,382.2056368514832,362.6668473568593
2384,0.6,Premium,E,VS1,61.0,61.0,5.46,5.39,3.31,2399.413014355213,2384.806815414485
2385,1.01,Premium,E,SI1,61.7,56.0,6.44,6.39,3.96,5580.393878880326,5573.565995813048
2386,1.73,Premium,G,VS2,62.9,58.0,7.65,7.58,4.79,11166.506616582963,11173.338215049549
2387,1.02,Very Good,H,SI1,64.4,59.0,6.24,6.36,4.06,5657.978778015085,5651.340609969111
2388,1.02,Ideal,G,VS2,62.3,55.0,6.45,6.48,4.03,5657.978778015085,5651.340609969111
