,carat,cut,color,clarity,depth,table,x,y,z,price_predicted_4,price_predicted
2921,0.22,Fair,E,VS2,65.1,61.0,3.87,3.78,2.49,-548.813152765623,4742.855408912049
2922,0.31,Premium,E,VS2,60.3,58.0,4.42,4.37,2.65,149.45093944720657,5073.897425099897
2923,1.19,Ideal,J,SI2,61.7,56.0,6.8,6.85,4.21,6976.922063305984,8310.752694492186
2924,1.06,Fair,I,I1,64.5,57.0,6.47,6.33,4.13,5968.31837455412,7832.580893331962
2925,0.61,Very Good,E,VS1,59.6,63.0,5.44,5.57,3.28,2476.9979134899722,6177.370812392723
2926,0.82,Ideal,H,VVS2,61.4,56.0,6.01,6.05,3.71,4106.280795319907,6949.802183497701
2927,1.01,Fair,G,I1,64.5,56.0,6.32,6.26,4.06,5580.393878880326,7648.668662116491
2928,0.32,Ideal,E,VS2,61.4,56.0,4.4,4.43,2.71,227.03583858196544,5110.679871342991
2929,0.5,Premium,D,SI2,62.2,58.0,5.08,5.14,3.18,1623.5640230076247,5772.763903718686
2930,1.01,Premium,F,SI1,59.1,56.0,6.65,6.52,3.89,5580.393878880326,7648.668662116491
2931,1.0,Very Good,F,SI2,62.7,58.0,6.3,6.36,3.97,5502.808979745567,7611.886215873396
2932,0.31,Ideal,D,SI1,62.9,56.0,4.34,4.31,2.72,149.45093944720657,5073.897425099897
2933,0.35,Ideal,E,VS2,62.4,57.0,4.52,4.55,2.83,459.79053598624205,5221.027210072274
2934,0.7,Ideal,H,VS2,61.2,57.0,5.73,5.77,3.52,3175.2620057028016,6508.412828580571
2935,1.08,Ideal,G,SI2,62.2,56.0,6.56,6.59,4.09,6123.488172823639,7906.14578581815
2936,1.21,Premium,D,VVS1,60.1,59.0,6.96,6.88,4.16,7132.091861575503,8384.317586978374
2937,1.06,Premium,H,SI1,62.8,58.0,6.49,6.47,4.07,5968.31837455412,7832.580893331962
2938,0.28,Ideal,I,VS2,62.4,56.0,4.19,4.22,2.62,-83.30375795706959,4963.550086370615
2939,0.5,Good,F,VS2,63.3,57.0,5.02,5.06,3.19,1623.5640230076247,5772.763903718686
2940,1.01,Premium,D,SI1,61.6,58.0,6.47,6.42,3.97,5580.393878880326,7648.668662116491
2941,0.42,Fair,D,SI1,64.7,61.0,4.7,4.73,3.05,1002.8848299295537,5478.5043337739335
2942,1.53,Ideal,F,SI1,61.6,56.0,7.34,7.39,4.54,9614.808633887787,9561.355866757389
2943,0.57,Premium,E,VS2,63.0,59.0,5.29,5.25,3.32,2166.658316950936,6030.241027420346
2944,0.41,Premium,D,VVS2,61.9,59.0,4.78,4.75,2.95,925.2999307947948,5441.721887530839
2945,2.24,Ideal,F,SI2,60.3,59.0,8.47,8.5,5.12,15123.336472455667,12172.909550017079
2946,0.41,Good,E,SI2,63.8,57.0,4.75,4.68,3.01,925.2999307947948,5441.721887530839
2947,0.5,Very Good,G,SI1,62.4,52.0,5.1,5.15,3.2,1623.5640230076247,5772.763903718686
2948,0.23,Very Good,F,VS2,59.1,59.0,4.02,4.07,2.39,-471.22825363086395,4779.637855155143
2949,1.11,Very Good,F,SI1,60.1,61.0,6.64,6.74,4.06,6356.242870227915,8016.493124547433
2950,1.2,Ideal,E,SI2,61.3,56.0,6.85,6.88,4.21,7054.506962440743,8347.535140735281
2951,1.14,Premium,F,VVS1,59.4,59.0,6.87,6.8,4.06,6588.997567632189,8126.840463276714
2952,0.9,Ideal,G,SI2,62.5,56.0,6.15,6.2,3.86,4726.959988397978,7244.061753442455
2953,1.22,Premium,G,VS1,62.2,59.0,6.82,6.87,4.26,7209.676760710262,8421.100033221468
2954,0.7,Premium,F,VS1,61.7,60.0,5.67,5.64,3.49,3175.2620057028016,6508.412828580571
2955,1.07,Premium,I,SI1,58.4,60.0,6.78,6.68,3.93,6045.903273688879,7869.363339575057
2956,0.51,Very Good,E,SI2,63.3,56.0,5.12,5.08,3.23,1701.1489221423835,5809.546349961781
2957,0.3,Premium,E,SI1,62.5,60.0,4.24,4.27,2.66,71.8660403124477,5037.114978856803
2958,1.12,Premium,G,SI2,61.2,58.0,6.69,6.67,4.09,6433.827769362674,8053.275570790527
2959,0.3,Premium,F,VS2,61.5,60.0,4.26,4.29,2.63,71.8660403124477,5037.114978856803
2960,0.4,Premium,D,SI1,61.6,58.0,4.73,4.69,2.9,847.7150316600364,5404.939441287745
2961,0.9,Premium,I,SI1,63.0,58.0,6.09,6.01,3.81,4726.959988397978,7244.061753442455
2962,0.3,Ideal,H,VS1,61.6,57.0,4.3,4.33,2.66,71.8660403124477,5037.114978856803
2963,0.74,Premium,F,SI2,61.4,57.0,5.82,5.8,3.57,3485.601602241837,6655.542613552947
2964,0.41,Very Good,J,VS2,63.4,56.0,4.73,4.7,2.99,925.2999307947948,5441.721887530839
2965,0.52,Premium,E,SI1,61.6,58.0,5.17,5.12,3.17,1778.7338212771424,5846.328796204875
2966,0.54,Ideal,D,VVS2,61.4,52.0,5.3,5.34,3.26,1933.9036195466606,5919.893688691063
2967,0.9,Very Good,H,SI2,61.2,57.0,6.21,6.27,3.82,4726.959988397978,7244.061753442455
2968,0.7,Good,I,VS1,61.1,61.0,5.65,5.7,3.47,3175.2620057028016,6508.412828580571
2969,0.34,Very Good,H,VS2,62.4,60.0,4.41,4.44,2.76,382.2056368514832,5184.24476382918
2970,0.7,Ideal,F,VS2,61.9,55.0,5.7,5.74,3.54,3175.2620057028016,6508.412828580571
2971,1.02,Very Good,G,VS2,63.0,57.0,6.37,6.39,4.02,5657.978778015085,7685.451108359584
2972,1.0,Good,F,SI2,63.8,58.0,6.28,6.33,4.02,5502.808979745567,7611.886215873396
2973,0.31,Ideal,I,SI2,61.0,56.0,4.39,4.43,2.69,149.45093944720657,5073.897425099897
2974,1.23,Premium,G,VS1,62.2,58.0,6.78,6.74,4.27,7287.2616598450195,8457.882479464562
2975,0.7,Very Good,E,SI1,59.4,63.0,5.79,5.73,3.42,3175.2620057028016,6508.412828580571
2976,0.54,Ideal,D,VS2,61.1,57.0,5.25,5.22,3.2,1933.9036195466606,5919.893688691063
2977,0.38,Ideal,H,SI1,61.5,56.0,4.67,4.69,2.88,692.5452333905187,5331.374548801557
2978,0.9,Fair,E,SI2,65.0,58.0,6.08,6.04,3.94,4726.959988397978,7244.061753442455
2979,1.0,Ideal,D,SI2,61.5,56.0,6.45,6.41,3.95,5502.808979745567,7611.886215873396
2980,0.29,Very Good,G,VS2,61.9,55.0,4.25,4.28,2.64,-5.7188588223111765,5000.332532613708
2981,2.01,Premium,E,SI1,60.4,61.0,8.05,7.98,4.84,13338.88379235621,11326.91328642591
2982,1.32,Premium,F,SI2,60.6,60.0,7.1,7.05,4.29,7985.52575205785,8788.92449565241
2983,0.72,Premium,F,VS2,61.5,58.0,5.73,5.69,3.51,3330.4318039723194,6581.977721066759
2984,0.31,Premium,H,VS2,62.4,59.0,4.34,4.31,2.7,149.45093944720657,5073.897425099897
2985,1.51,Fair,J,SI2,65.1,59.0,7.13,7.09,4.63,9459.638835618269,9487.7909742712
2986,0.24,Ideal,H,IF,62.1,57.0,4.0,4.04,2.5,-393.6433544961053,4816.420301398238
2987,0.79,Ideal,E,VS2,59.3,57.0,6.02,6.06,3.58,3873.526097915631,6839.454844768418
2988,0.73,Premium,F,VS2,62.7,58.0,5.76,5.7,3.59,3408.016703107078,6618.7601673098525
2989,0.9,Very Good,D,VS1,58.9,59.0,6.22,6.31,3.69,4726.959988397978,7244.061753442455
2990,0.51,Premium,F,VVS2,61.9,56.0,5.17,5.13,3.19,1701.1489221423835,5809.546349961781
2991,0.29,Ideal,G,VVS2,60.7,54.0,4.33,4.37,2.64,-5.7188588223111765,5000.332532613708
2992,0.68,Good,F,SI1,58.1,60.0,5.8,5.91,3.4,3020.092207433284,6434.847936094382
2993,0.51,Ideal,D,VS2,61.1,56.0,5.16,5.2,3.17,1701.1489221423835,5809.546349961781
2994,1.55,Ideal,I,VS2,61.8,55.0,7.4,7.44,4.58,9769.978432157302,9634.920759243578
2995,1.51,Very Good,H,SI2,60.8,58.0,7.4,7.51,4.53,9459.638835618269,9487.7909742712
2996,2.01,Ideal,I,SI1,62.9,57.0,8.05,7.98,5.04,13338.88379235621,11326.91328642591
2997,1.04,Very Good,G,VVS1,58.2,60.0,6.66,6.71,3.89,5813.148576284602,7759.016000845773
2998,0.98,Fair,G,SI1,64.4,56.0,6.33,6.24,4.03,5347.639181476049,7538.321323387208
2999,0.25,Very Good,E,VVS1,62.9,58.0,4.01,4.03,2.53,-316.05845536134643,4853.202747641331
3000,0.42,Ideal,H,VS1,61.2,57.0,4.87,4.8,2.96,1002.8848299295537,5478.5043337739335
3001,1.1,Very Good,G,VVS1,60.4,57.0,6.7,6.77,4.07,6278.6579710931555,7979.710678304338
3002,0.41,Very Good,D,VS1,62.8,57.0,4.73,4.76,2.98,925.2999307947948,5441.721887530839
3003,1.02,Premium,F,VS2,62.7,59.0,6.41,6.44,4.03,5657.978778015085,7685.451108359584
3004,0.61,Very Good,H,VVS2,60.5,57.0,5.52,5.54,3.35,2476.9979134899722,6177.370812392723
3005,0.4,Ideal,J,VS1,61.3,56.0,4.77,4.79,2.93,847.7150316600364,5404.939441287745
3006,0.34,Ideal,D,VS1,60.9,56.0,4.56,4.51,2.76,382.2056368514832,5184.24476382918
3007,0.4,Ideal,E,SI2,61.0,58.0,4.76,4.78,2.91,847.7150316600364,5404.939441287745
3008,0.41,Ideal,G,VVS2,61.7,55.0,4.81,4.85,2.98,925.2999307947948,5441.721887530839
3009,0.3,Ideal,H,SI1,62.4,55.0,4.3,4.32,2.69,71.8660403124477,5037.114978856803
3010,0.31,Ideal,E,VS1,62.0,55.0,4.35,4.38,2.7,149.45093944720657,5073.897425099897
3011,0.46,Very Good,E,VS2,62.2,58.0,4.95,4.99,3.09,1313.2244264685896,5625.6341187463095
3012,0.4,Ideal,G,IF,62.2,55.0,4.73,4.76,2.95,847.7150316600364,5404.939441287745
3013,0.3,Ideal,E,VS2,61.5,55.0,4.3,4.34,2.66,71.8660403124477,5037.114978856803
3014,1.09,Ideal,F,SI2,61.2,57.0,6.6,6.64,4.05,6201.073071958396,7942.928232061245
3015,0.71,Very Good,E,SI1,63.1,58.0,5.65,5.69,3.58,3252.84690483756,6545.1952748236645
3016,0.97,Ideal,G,SI2,61.6,56.0,6.31,6.39,3.91,5270.05428234129,7501.538877144114
3017,1.02,Very Good,E,IF,61.7,60.0,6.38,6.52,3.98,5657.978778015085,7685.451108359584
3018,0.42,Premium,D,SI2,60.0,61.0,4.89,4.85,2.92,1002.8848299295537,5478.5043337739335
3019,0.33,Ideal,I,IF,61.8,55.0,4.46,4.47,2.76,304.6207377167243,5147.462317586085
3020,0.36,Ideal,E,VS1,61.7,56.0,4.58,4.56,2.82,537.3754351210009,5257.809656315368
3021,1.72,Ideal,H,SI1,62.2,57.0,7.65,7.55,4.72,11088.921717448204,10260.222345376178
3022,0.37,Ideal,H,VVS1,62.0,53.0,4.63,4.66,2.88,614.9603342557598,5294.592102558462
3023,0.71,Ideal,D,VS2,61.2,55.0,5.74,5.78,3.53,3252.84690483756,6545.1952748236645
3024,0.51,Very Good,I,SI1,63.5,60.0,5.03,5.05,3.2,1701.1489221423835,5809.546349961781
3025,0.3,Ideal,E,VS2,62.1,55.0,4.28,4.32,2.67,71.8660403124477,5037.114978856803
3026,0.71,Very Good,E,VS2,63.7,58.0,5.6,5.64,3.58,3252.84690483756,6545.1952748236645
3027,0.3,Ideal,E,VS1,61.6,55.0,4.34,4.36,2.68,71.8660403124477,5037.114978856803
3028,0.97,Good,F,SI1,60.1,65.0,6.46,6.36,3.85,5270.05428234129,7501.538877144114
3029,1.27,Ideal,I,SI2,62.1,56.0,6.92,6.96,4.31,7597.601256384055,8605.01226443694
3030,1.57,Ideal,I,VS2,61.5,56.0,7.56,7.49,4.63,9925.148230426821,9708.485651729767
3031,1.0,Premium,G,VS1,62.4,59.0,6.35,6.4,3.98,5502.808979745567,7611.886215873396
3032,0.42,Ideal,D,VVS2,62.5,57.0,4.8,4.77,2.99,1002.8848299295537,5478.5043337739335
3033,0.7,Fair,G,SI1,61.7,66.0,5.7,5.58,3.48,3175.2620057028016,6508.412828580571
3034,0.56,Ideal,D,VS1,61.6,57.0,5.33,5.29,3.27,2089.0734178161783,5993.458581177252
3035,0.51,Good,E,SI1,57.4,62.0,5.24,5.29,3.02,1701.1489221423835,5809.546349961781
3036,0.52,Very Good,I,SI1,63.3,55.0,5.13,5.1,3.24,1778.7338212771424,5846.328796204875
3037,0.39,Premium,G,VVS1,59.9,59.0,4.73,4.75,2.84,770.1301325252775,5368.15699504465
3038,1.7,Very Good,H,VS2,63.3,57.0,7.59,7.54,4.79,10933.751919178685,10186.65745288999
3039,0.3,Very Good,E,VVS2,59.7,57.0,4.37,4.43,2.62,71.8660403124477,5037.114978856803
3040,1.08,Ideal,H,SI1,62.7,57.0,6.48,6.51,4.07,6123.488172823639,7906.14578581815
3041,2.01,Ideal,F,SI2,61.9,55.0,8.1,8.05,5.0,13338.88379235621,11326.91328642591
3042,0.55,Ideal,J,VS2,62.6,57.0,5.21,5.17,3.25,2011.488518681419,5956.676134934158
3043,0.9,Fair,F,SI2,62.6,58.0,6.01,6.06,3.78,4726.959988397978,7244.061753442455
3044,0.9,Ideal,I,VS1,62.4,57.0,6.17,6.21,3.86,4726.959988397978,7244.061753442455
3045,1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,5580.393878880326,7648.668662116491
3046,0.51,Very Good,H,VS2,60.1,59.8,5.14,5.19,3.1,1701.1489221423835,5809.546349961781
3047,0.7,Premium,E,VS1,59.4,61.0,5.78,5.74,3.42,3175.2620057028016,6508.412828580571
3048,0.7,Fair,H,SI1,66.0,56.0,5.5,5.53,3.64,3175.2620057028016,6508.412828580571
3049,0.34,Ideal,I,SI1,60.2,57.0,4.54,4.5,2.72,382.2056368514832,5184.24476382918
3050,0.32,Ideal,G,IF,61.2,55.0,4.41,4.44,2.71,227.03583858196544,5110.679871342991
3051,0.31,Ideal,D,VS2,59.4,56.0,4.45,4.4,2.63,149.45093944720657,5073.897425099897
3052,0.41,Premium,E,SI1,61.4,56.0,4.81,4.77,2.94,925.2999307947948,5441.721887530839
3053,1.84,Ideal,J,VS1,62.4,56.0,7.84,7.8,4.89,12019.940507065312,10701.61170029331
3054,0.9,Very Good,I,VS2,63.2,56.0,6.15,6.09,3.87,4726.959988397978,7244.061753442455
3055,1.0,Ideal,E,VS2,61.6,57.0,6.44,6.38,3.95,5502.808979745567,7611.886215873396
3056,0.37,Premium,E,SI1,61.8,58.0,4.59,4.64,2.85,614.9603342557598,5294.592102558462
3057,1.53,Ideal,F,VS1,61.5,59.0,7.38,7.46,4.56,9614.808633887787,9561.355866757389
3058,1.09,Ideal,G,VS2,62.8,57.0,6.54,6.58,4.12,6201.073071958396,7942.928232061245
3059,1.04,Premium,F,SI2,62.8,55.0,6.48,6.41,4.05,5813.148576284602,7759.016000845773
3060,0.8,Very Good,E,SI2,62.6,59.0,5.84,5.91,3.68,3951.1109970503903,6876.237291011513
3061,0.29,Good,F,VS1,62.1,56.0,4.24,4.26,2.64,-5.7188588223111765,5000.332532613708
3062,1.21,Ideal,F,I1,62.0,56.0,6.84,6.8,4.23,7132.091861575503,8384.317586978374
3063,2.01,Very Good,J,VS2,61.1,59.0,8.04,8.07,4.92,13338.88379235621,11326.91328642591
3064,0.3,Premium,G,VVS2,62.6,58.0,4.27,4.29,2.68,71.8660403124477,5037.114978856803
3065,1.01,Fair,H,VS2,64.5,60.0,6.3,6.25,4.05,5580.393878880326,7648.668662116491
3066,1.61,Ideal,I,VS2,62.5,57.0,7.49,7.43,4.66,10235.487826965858,9855.615436702143
3067,1.19,Very Good,D,SI2,61.1,58.0,6.84,6.88,4.19,6976.922063305984,8310.752694492186
3068,1.12,Premium,H,VS1,61.6,58.0,6.64,4.11,3.7,6433.827769362674,8053.275570790527
3069,1.7,Good,H,SI1,63.9,56.0,7.61,7.53,4.84,10933.751919178685,10186.65745288999
3070,0.3,Premium,G,VS1,61.4,60.0,4.33,4.3,2.65,71.8660403124477,5037.114978856803
3071,1.51,Good,J,SI2,58.1,64.0,7.53,7.57,4.39,9459.638835618269,9487.7909742712
3072,1.01,Ideal,F,SI1,62.0,56.0,6.41,6.46,3.99,5580.393878880326,7648.668662116491
3073,0.31,Premium,G,VS1,61.2,60.0,4.39,4.37,2.68,149.45093944720657,5073.897425099897
3074,0.7,Good,F,SI1,58.7,64.0,5.77,5.78,3.39,3175.2620057028016,6508.412828580571
3075,0.9,Very Good,H,VS1,63.0,62.0,6.09,6.0,3.81,4726.959988397978,7244.061753442455
3076,0.71,Ideal,G,VVS2,61.7,57.0,5.72,5.74,3.53,3252.84690483756,6545.1952748236645
3077,0.34,Good,E,SI2,63.1,56.0,4.46,4.51,2.83,382.2056368514832,5184.24476382918
3078,0.4,Good,E,SI1,64.2,57.0,4.68,4.66,3.0,847.7150316600364,5404.939441287745
3079,0.34,Ideal,E,VVS2,62.4,55.0,4.47,4.51,2.79,382.2056368514832,5184.24476382918
3080,0.31,Very Good,H,SI1,62.3,55.0,4.34,4.36,2.71,149.45093944720657,5073.897425099897
3081,0.5,Ideal,F,SI1,60.2,63.0,5.12,5.15,3.09,1623.5640230076247,5772.763903718686
3082,0.3,Ideal,G,IF,62.1,55.0,4.32,4.35,2.69,71.8660403124477,5037.114978856803
3083,1.33,Ideal,H,SI1,60.1,57.0,7.14,7.2,4.31,8063.110651192609,8825.706941895505
3084,1.0,Good,F,IF,63.2,63.0,6.24,6.26,3.95,5502.808979745567,7611.886215873396
3085,2.07,Premium,E,SI2,58.9,61.0,8.45,8.35,4.95,13804.393187164762,11547.607963884475
3086,0.36,Ideal,D,VS2,61.1,57.0,4.62,4.58,2.81,537.3754351210009,5257.809656315368
3087,1.25,Premium,I,VS2,62.2,57.0,6.92,6.84,4.28,7442.431458114538,8531.447371950751
3088,1.01,Very Good,G,SI1,60.0,58.0,6.51,6.55,3.92,5580.393878880326,7648.668662116491
3089,1.54,Very Good,G,IF,59.4,60.0,7.55,7.61,4.5,9692.393533022543,9598.138313000483
3090,0.54,Ideal,H,SI1,61.1,56.0,5.25,5.27,3.21,1933.9036195466606,5919.893688691063
3091,1.07,Ideal,H,VS2,61.8,56.0,6.52,6.55,4.04,6045.903273688879,7869.363339575057
3092,0.25,Ideal,E,VVS2,61.6,57.0,4.08,4.1,2.52,-316.05845536134643,4853.202747641331
3093,0.32,Ideal,D,SI1,59.6,57.0,4.47,4.42,2.65,227.03583858196544,5110.679871342991
3094,0.35,Very Good,E,VS2,60.2,60.0,4.54,4.57,2.74,459.79053598624205,5221.027210072274
3095,0.42,Ideal,E,SI1,62.6,57.0,4.81,4.84,3.02,1002.8848299295537,5478.5043337739335
3096,1.11,Very Good,H,SI2,59.0,59.0,6.79,6.82,4.02,6356.242870227915,8016.493124547433
3097,1.51,Premium,H,SI2,62.3,62.0,7.32,7.21,4.51,9459.638835618269,9487.7909742712
3098,1.01,Good,F,VS2,65.2,57.0,6.19,6.23,4.05,5580.393878880326,7648.668662116491
3099,0.32,Ideal,H,VVS1,62.0,55.0,4.42,4.45,2.75,227.03583858196544,5110.679871342991
3100,0.33,Ideal,I,VVS1,62.2,54.0,4.43,4.45,2.76,304.6207377167243,5147.462317586085
3101,0.28,Ideal,G,IF,61.3,57.0,4.25,4.27,2.6,-83.30375795706959,4963.550086370615
3102,0.32,Very Good,I,SI2,63.4,56.0,4.37,4.34,2.76,227.03583858196544,5110.679871342991
3103,0.73,Ideal,E,VS1,61.4,55.0,5.8,5.82,3.57,3408.016703107078,6618.7601673098525
3104,1.02,Premium,F,SI2,63.0,58.0,6.44,6.38,4.04,5657.978778015085,7685.451108359584
3105,1.51,Ideal,E,SI2,62.9,57.0,7.29,7.23,4.57,9459.638835618269,9487.7909742712
3106,0.26,Very Good,E,VVS1,61.5,56.0,4.1,4.15,2.53,-238.47355622658756,4889.985193884426
3107,0.55,Ideal,I,VVS1,61.7,56.0,5.24,5.29,3.25,2011.488518681419,5956.676134934158
3108,0.32,Ideal,G,SI1,61.4,57.0,4.41,4.38,2.7,227.03583858196544,5110.679871342991
3109,1.51,Very Good,F,SI1,62.6,57.0,7.25,7.31,4.56,9459.638835618269,9487.7909742712
3110,1.73,Premium,F,SI2,63.0,60.0,7.63,7.52,4.77,11166.506616582963,10297.004791619273
3111,0.43,Ideal,G,VS1,61.9,55.0,4.86,4.84,3.0,1080.4697290643126,5515.286780017027
3112,0.43,Very Good,E,VVS2,60.8,57.0,4.89,4.92,2.98,1080.4697290643126,5515.286780017027
3113,1.0,Premium,D,SI1,61.5,60.0,6.34,6.38,3.91,5502.808979745567,7611.886215873396
3114,0.57,Premium,E,SI1,62.5,57.0,5.28,5.22,3.28,2166.658316950936,6030.241027420346
3115,1.1,Ideal,E,SI2,61.6,56.0,6.66,6.63,4.09,6278.6579710931555,7979.710678304338
3116,1.2,Ideal,E,VVS1,60.1,61.0,6.83,6.91,4.13,7054.506962440743,8347.535140735281
3117,0.4,Ideal,I,IF,62.2,56.0,4.75,4.71,2.94,847.7150316600364,5404.939441287745
3118,0.24,Very Good,E,VVS2,62.9,57.0,3.96,3.99,2.5,-393.6433544961053,4816.420301398238
3119,0.92,Very Good,G,SI1,61.8,54.0,6.25,6.37,3.9,4882.129786667497,7317.6266459286435
3120,0.27,Very Good,E,VVS1,60.9,59.0,4.17,4.21,2.55,-160.88865709182846,4926.76764012752
3121,0.43,Premium,H,I1,62.0,59.0,4.83,4.78,2.98,1080.4697290643126,5515.286780017027
3122,1.0,Fair,H,SI2,66.1,59.0,6.18,6.13,4.07,5502.808979745567,7611.886215873396
3123,1.01,Ideal,F,VS2,60.3,56.0,6.56,6.5,3.94,5580.393878880326,7648.668662116491
3124,0.97,Premium,F,SI2,59.9,59.0,6.45,6.38,3.84,5270.05428234129,7501.538877144114
3125,0.3,Very Good,E,SI1,62.9,56.0,4.24,4.31,2.69,71.8660403124477,5037.114978856803
3126,1.53,Very Good,E,VS2,61.2,60.0,7.49,7.4,4.56,9614.808633887787,9561.355866757389
3127,0.71,Premium,J,SI1,62.4,61.0,5.68,5.63,3.53,3252.84690483756,6545.1952748236645
3128,1.0,Premium,D,SI2,60.3,58.0,6.48,6.45,3.9,5502.808979745567,7611.886215873396
3129,0.75,Very Good,D,SI1,59.7,62.0,5.89,5.94,3.53,3563.1865013765955,6692.325059796041
3130,1.04,Ideal,G,VS2,61.6,55.0,6.51,6.55,4.02,5813.148576284602,7759.016000845773
3131,0.24,Very Good,F,VVS1,63.5,54.0,3.92,3.96,2.5,-393.6433544961053,4816.420301398238
3132,0.28,Good,H,VVS1,56.0,64.0,4.38,4.41,2.46,-83.30375795706959,4963.550086370615
3133,1.0,Ideal,H,SI1,61.9,57.0,6.43,6.39,3.97,5502.808979745567,7611.886215873396
3134,0.7,Very Good,G,SI1,63.0,59.0,5.64,5.67,3.56,3175.2620057028016,6508.412828580571
3135,1.86,Very Good,J,VS2,62.5,55.0,7.81,7.9,4.91,12175.110305334827,10775.176592779497
3136,1.65,Ideal,J,SI1,62.5,56.0,7.59,7.54,4.73,10545.827423504892,10002.745221674519
3137,0.51,Premium,F,SI1,62.7,62.0,5.09,4.96,3.15,1701.1489221423835,5809.546349961781
3138,1.09,Premium,E,VVS2,59.9,59.0,6.73,6.7,4.02,6201.073071958396,7942.928232061245
3139,2.47,Premium,J,SI2,59.4,59.0,8.85,8.79,5.24,16907.78915255512,13018.905813608244
3140,1.0,Ideal,D,VS1,62.4,55.0,6.4,6.43,4.0,5502.808979745567,7611.886215873396
3141,0.3,Ideal,G,VS1,61.8,54.0,4.32,4.29,2.66,71.8660403124477,5037.114978856803
3142,1.07,Ideal,E,VVS2,61.8,54.0,6.56,6.61,4.07,6045.903273688879,7869.363339575057
3143,0.7,Very Good,E,SI2,63.1,56.0,5.66,5.63,3.56,3175.2620057028016,6508.412828580571
3144,0.38,Ideal,F,VVS1,61.9,54.0,4.67,4.7,2.9,692.5452333905187,5331.374548801557
3145,1.37,Ideal,I,VS2,61.5,55.0,7.18,7.2,4.42,8373.450247731646,8972.836726867881
3146,0.42,Ideal,F,VS1,61.6,56.0,4.82,4.8,2.96,1002.8848299295537,5478.5043337739335
3147,0.3,Ideal,H,IF,62.1,57.0,4.29,4.31,2.67,71.8660403124477,5037.114978856803
3148,1.04,Premium,H,SI1,60.7,62.0,6.57,6.51,3.97,5813.148576284602,7759.016000845773
3149,0.75,Premium,F,VVS2,62.4,57.0,5.88,5.75,3.63,3563.1865013765955,6692.325059796041
3150,0.7,Premium,G,VS2,61.6,58.0,5.69,5.73,3.52,3175.2620057028016,6508.412828580571
3151,0.55,Ideal,E,VS1,61.5,57.0,5.23,5.27,3.23,2011.488518681419,5956.676134934158
3152,2.0,Ideal,H,VS2,60.5,56.0,8.34,8.22,5.01,13261.29889322145,11290.130840182816
3153,0.7,Ideal,I,VVS2,62.3,55.0,5.66,5.7,3.54,3175.2620057028016,6508.412828580571
3154,0.31,Good,G,VVS1,58.0,62.0,4.42,4.47,2.58,149.45093944720657,5073.897425099897
3155,1.51,Fair,G,I1,65.6,54.0,7.28,7.1,4.72,9459.638835618269,9487.7909742712
3156,1.06,Ideal,I,SI1,61.9,54.0,6.56,6.59,4.07,5968.31837455412,7832.580893331962
3157,0.63,Good,F,SI2,64.2,56.0,5.4,5.34,3.45,2632.16771175949,6250.935704878912
3158,0.3,Ideal,H,VVS2,61.3,56.0,4.35,4.33,2.66,71.8660403124477,5037.114978856803
3159,0.5,Ideal,D,VVS2,61.9,55.1,5.07,5.1,3.15,1623.5640230076247,5772.763903718686
3160,0.35,Ideal,E,VVS1,62.2,56.0,4.53,4.51,2.81,459.79053598624205,5221.027210072274
3161,0.46,Premium,E,VS1,61.9,58.0,4.94,4.91,3.05,1313.2244264685896,5625.6341187463095
3162,0.5,Very Good,G,SI1,62.8,56.0,5.05,5.08,3.18,1623.5640230076247,5772.763903718686
3163,0.7,Good,D,SI1,58.8,64.0,5.74,5.79,3.39,3175.2620057028016,6508.412828580571
3164,0.7,Very Good,E,VS1,63.4,62.0,5.64,5.56,3.55,3175.2620057028016,6508.412828580571
3165,0.32,Ideal,D,VS2,61.9,55.0,4.43,4.39,2.73,227.03583858196544,5110.679871342991
3166,1.28,Premium,G,VS1,60.9,58.0,7.09,7.01,4.29,7675.186155518814,8641.794710680035
3167,1.01,Good,G,SI2,63.7,59.0,6.38,6.31,4.04,5580.393878880326,7648.668662116491
3168,0.7,Very Good,G,SI2,63.3,57.0,5.61,5.51,3.52,3175.2620057028016,6508.412828580571
3169,0.71,Very Good,F,SI1,61.8,58.0,5.72,5.81,3.56,3252.84690483756,6545.1952748236645
3170,1.51,Very Good,I,SI1,63.1,56.0,7.28,7.33,4.61,9459.638835618269,9487.7909742712
3171,1.28,Very Good,F,VVS2,58.9,57.0,7.13,7.17,4.21,7675.186155518814,8641.794710680035
3172,1.28,Ideal,F,SI2,59.7,57.0,7.12,7.06,4.23,7675.186155518814,8641.794710680035
3173,1.01,Very Good,E,VS2,62.0,55.0,6.42,6.46,3.99,5580.393878880326,7648.668662116491
3174,0.32,Ideal,F,VVS2,62.1,55.0,4.37,4.39,2.72,227.03583858196544,5110.679871342991
3175,0.7,Ideal,G,VVS2,60.8,56.0,5.75,5.79,3.51,3175.2620057028016,6508.412828580571
3176,0.33,Premium,I,SI1,60.4,59.0,4.54,4.5,2.73,304.6207377167243,5147.462317586085
3177,0.35,Good,D,SI1,63.3,56.0,4.5,4.53,2.86,459.79053598624205,5221.027210072274
3178,1.23,Ideal,H,SI2,62.4,57.0,6.79,6.84,4.25,7287.2616598450195,8457.882479464562
