carat,cut,color,clarity,depth,table,x,y,z,cut_num,color_num,clarity_num,price_predicted
1.04,Very Good,G,VVS2,62.8,54.0,6.39,6.5,4.05,3,4,6,6696.168572216882
0.3,Premium,G,VVS1,62.6,58.0,4.27,4.29,2.68,4,4,7,1123.0537368305204
0.62,Very Good,D,VVS2,58.1,63.0,5.59,5.66,3.27,3,7,6,3986.6920659854186
0.7,Ideal,F,SI2,62.1,57.0,5.65,5.69,3.52,5,5,2,2218.7497103261503
1.0,Premium,G,SI2,60.7,59.0,6.45,6.41,3.9,4,4,2,4374.080599447699
1.03,Ideal,G,SI1,60.8,57.0,6.52,6.47,3.95,5,4,3,5298.127351326965
0.71,Ideal,G,VVS1,61.1,57.0,5.76,5.8,3.53,5,4,7,4478.623130979899
0.3,Ideal,H,VVS1,62.5,53.8,4.31,4.33,2.69,5,3,7,1000.7083535643237
0.4,Good,I,VS1,63.8,55.0,4.69,4.65,2.98,2,2,5,-87.9981304413659
0.5,Good,E,VS2,64.1,58.0,5.03,5.01,3.22,2,6,4,1376.764750528415
0.26,Very Good,E,VVS2,62.9,56.0,4.07,4.1,2.57,3,6,6,931.1967700130908
0.33,Very Good,G,VS2,62.1,56.0,4.41,4.44,2.75,3,4,4,-201.05523322489626
0.4,Ideal,D,VVS2,62.2,55.0,4.74,4.72,2.94,5,7,6,2476.6857493127304
0.53,Very Good,E,SI1,63.0,55.0,5.14,5.18,3.25,3,6,3,1396.7784509223561
0.7,Very Good,F,SI1,62.3,57.0,5.65,5.69,3.53,3,5,3,2460.814012537035
0.36,Ideal,E,VS2,61.9,56.0,4.55,4.56,2.82,5,6,4,897.9782202702982
0.48,Premium,E,SI2,62.9,60.0,4.93,4.9,3.09,4,6,2,545.3669340872052
0.72,Ideal,D,SI1,60.5,56.0,5.79,5.84,3.52,5,7,3,3614.741068461808
0.51,Very Good,F,VS2,58.6,58.0,5.22,5.29,3.08,3,5,4,1574.9384972566736
0.26,Ideal,G,VS1,62.5,53.0,4.1,4.13,2.57,5,4,5,109.10387935420204
1.0,Good,F,I1,64.2,59.0,6.26,6.3,4.03,2,5,1,3838.8962219330697
0.26,Ideal,F,IF,62.0,56.0,4.07,4.1,2.53,5,5,8,1920.3531985135253
0.32,Ideal,G,VVS1,60.2,56.0,4.45,4.49,2.69,5,4,7,1547.7575939642595
0.79,Premium,G,VS1,61.3,59.0,5.97,5.91,3.64,4,4,5,3968.362714935116
1.07,Ideal,H,VS2,62.1,57.0,6.53,6.49,4.04,5,3,4,5790.18336199096
0.9,Premium,D,SI2,58.1,60.0,6.26,6.24,3.63,4,7,2,4627.373103555756
2.35,Premium,J,VS1,60.7,60.0,8.64,8.6,5.23,4,1,5,17609.95835799675
1.11,Ideal,I,VS1,63.0,56.0,6.61,6.57,4.15,5,2,5,6275.75132388444
0.36,Good,E,VVS1,58.2,56.0,4.68,4.74,2.74,2,6,7,2227.269966147782
0.3,Good,F,VVS1,61.1,61.0,4.29,4.32,2.63,2,5,7,1237.2013561666677
0.53,Ideal,G,VS1,61.8,55.0,5.17,5.22,3.21,5,4,5,2060.229652856312
0.79,Premium,J,SI1,58.8,62.0,6.03,6.01,3.54,4,1,3,2081.7571861892416
0.33,Premium,D,SI2,61.6,59.0,4.42,4.41,2.72,4,7,2,-154.05455885474885
1.36,Premium,I,VS1,62.0,59.0,7.1,7.06,4.39,4,2,5,8441.938054970105
1.03,Very Good,H,SI2,60.9,57.0,6.5,6.58,3.98,3,3,2,4250.342096031365
0.42,Premium,G,VVS1,59.8,58.0,4.88,4.85,2.91,4,4,7,2096.589543734114
0.32,Ideal,H,VVS1,61.6,54.0,4.42,4.45,2.73,5,3,7,1186.0660448406659
0.56,Ideal,E,VS1,61.8,56.0,5.28,5.33,3.28,5,6,5,2905.4367505380987
0.34,Premium,G,VVS1,59.0,62.0,4.6,4.56,2.7,4,4,7,1447.8780076787384
0.5,Very Good,D,VS1,59.8,58.0,5.12,5.14,3.07,3,7,5,2601.7298610786847
3.11,Fair,J,I1,65.9,57.0,9.15,9.02,5.98,1,1,1,22729.41785896516
0.56,Ideal,D,VS2,60.9,56.0,5.35,5.32,3.25,5,7,4,2739.454256260247
0.3,Ideal,E,VVS1,60.6,57.0,4.33,4.35,2.63,5,6,7,2028.851856167868
0.37,Ideal,E,VS1,61.6,54.7,4.61,4.63,2.85,5,6,5,1508.5749822184248
0.53,Ideal,G,VS2,61.6,56.0,5.24,5.19,3.21,5,4,4,1483.9503369651493
1.6,Very Good,D,SI2,60.6,58.0,7.55,7.61,4.59,3,7,2,10802.898406591481
0.31,Ideal,D,SI1,62.1,56.0,4.33,4.37,2.7,5,7,3,367.78170017881575
1.54,Very Good,J,VS1,63.5,57.0,7.27,7.37,4.65,3,1,5,9736.8349257763
0.33,Very Good,G,VVS2,62.8,57.0,4.39,4.47,2.78,3,4,6,730.5688255689079
0.31,Good,H,VS2,63.5,57.0,4.32,4.34,2.75,2,3,4,-923.2784351843457
0.71,Premium,G,SI1,58.5,58.0,5.87,5.82,3.42,4,4,3,2456.474178214651
1.01,Premium,F,SI2,61.1,57.0,6.48,6.44,3.95,4,5,2,4796.076532794753
0.3,Ideal,F,VVS1,61.9,58.0,4.26,4.3,2.65,5,5,7,1635.6870010175514
1.31,Ideal,H,VS1,62.5,56.0,6.95,7.03,4.37,5,3,5,8516.745577358974
0.71,Ideal,I,VS2,61.6,57.0,5.7,5.62,3.49,5,2,4,2347.1566028595307
0.41,Ideal,D,SI1,61.6,55.0,4.8,4.78,2.95,5,7,3,1084.9698692234101
1.0,Premium,F,VS1,62.6,58.0,6.37,6.4,4.0,4,5,5,6131.412969079542
1.07,Ideal,D,VS1,61.8,57.0,6.55,6.58,4.06,5,7,5,7590.961971007339
0.52,Premium,G,VS1,62.6,59.0,5.08,5.11,3.19,4,4,5,1742.5393057559058
1.05,Ideal,G,VS2,62.8,57.0,6.49,6.45,4.06,5,4,4,5871.485821226845
0.33,Ideal,D,VVS2,61.7,55.0,4.46,4.49,2.76,5,7,6,2018.7609781937083
1.5,Very Good,F,SI2,62.3,60.0,7.29,7.34,4.56,3,5,2,9102.860598872243
0.41,Ideal,H,SI2,61.7,56.0,4.8,4.77,2.95,5,3,2,-742.688843549779
0.71,Very Good,F,VS1,62.9,55.0,5.68,5.71,3.58,3,5,5,3539.446939823806
0.5,Good,D,SI1,63.8,60.0,5.0,5.03,3.2,2,7,3,1204.9070823252096
1.01,Very Good,D,VS2,63.1,60.0,6.39,6.35,4.02,3,7,4,6154.032624567863
1.71,Good,H,VS2,63.7,58.0,7.57,7.54,4.81,2,3,4,11299.95138665404
0.4,Ideal,F,VVS1,62.2,56.0,4.71,4.74,2.94,5,5,7,2331.0918616665135
0.32,Very Good,G,VS1,61.7,55.0,4.37,4.41,2.71,3,4,5,286.3095775907718
0.5,Very Good,E,SI1,60.7,61.0,5.09,5.12,3.1,3,6,3,1154.2064153760462
1.02,Fair,F,SI2,65.5,59.0,6.27,6.24,4.1,1,5,2,4313.146726319705
1.05,Very Good,G,SI2,62.5,60.0,6.45,6.5,4.05,3,4,2,4622.080053971404
1.36,Premium,E,VVS2,59.8,59.0,7.12,7.2,4.38,4,6,6,10401.762920560655
0.51,Ideal,E,SI1,62.3,56.0,5.15,5.12,3.2,5,6,3,1439.0109465482947
1.2,Premium,H,SI2,62.4,57.0,6.83,6.75,4.24,4,3,2,5787.340138337791
0.72,Ideal,F,VS1,62.0,56.0,5.76,5.73,3.56,5,5,5,3862.253877830838
0.49,Very Good,F,VVS1,62.2,56.0,5.04,5.08,3.14,3,5,7,2766.1413878890353
0.36,Premium,H,SI1,61.3,57.0,4.65,4.61,2.84,4,3,3,-762.5961840391205
0.7,Premium,D,SI1,62.1,62.0,5.63,5.58,3.48,4,7,3,3130.5967647385946
0.9,Premium,E,SI2,59.5,61.0,6.3,6.24,3.73,4,6,2,4117.034631670855
0.32,Premium,G,VVS1,58.1,59.0,4.53,4.49,2.62,4,4,7,1450.0917090052576
2.0,Very Good,G,SI2,63.5,55.0,8.03,7.93,5.07,3,4,2,13585.721413998628
0.9,Good,F,SI2,63.3,57.0,6.08,6.14,3.87,2,5,2,3541.863756953564
1.18,Ideal,E,SI2,60.9,57.0,6.86,6.89,4.19,5,6,2,6762.761664310936
0.36,Ideal,E,VS1,61.8,56.0,4.55,4.58,2.82,5,6,5,1405.5230667973274
0.37,Ideal,F,VVS2,60.0,59.0,4.64,4.66,2.79,5,5,6,1678.692900747557
0.3,Ideal,F,SI1,62.4,56.0,4.27,4.32,2.68,5,5,3,-357.32929879873063
0.36,Premium,F,VS2,60.5,60.0,4.55,4.61,2.77,4,5,4,470.15809462418247
0.8,Premium,J,SI2,60.2,59.0,6.07,5.95,3.62,4,1,2,1610.2928581829815
1.51,Ideal,H,SI1,61.9,57.0,7.37,7.32,4.55,5,3,3,9338.607942475093
0.62,Very Good,F,VS2,59.8,58.0,5.55,5.59,3.33,3,5,4,2365.115791780926
0.71,Premium,H,SI1,62.4,59.0,5.65,5.6,3.51,4,3,3,1979.8439952580638
0.32,Good,G,VS1,57.0,62.0,4.51,4.54,2.58,2,4,5,249.29676204028692
1.02,Ideal,G,VS2,62.8,57.0,6.36,6.45,4.02,5,4,4,5668.809484020198
0.41,Premium,H,VS1,62.0,56.0,4.78,4.74,2.95,4,3,5,626.1905611423022
1.14,Ideal,G,VS2,62.0,55.0,6.68,6.77,4.17,5,4,4,6802.974635424565
0.52,Premium,G,SI1,60.6,61.0,5.19,5.17,3.14,4,4,3,758.5096504075091
1.0,Good,H,SI1,62.7,60.0,6.24,6.3,3.93,2,3,3,4312.017150383901
0.56,Very Good,E,SI1,60.2,57.0,5.36,5.4,3.24,3,6,3,1703.9884745318363
0.32,Premium,G,SI1,61.0,61.0,4.41,4.38,2.68,4,4,3,-728.4504464068614
0.37,Ideal,D,VVS2,61.6,54.0,4.61,4.64,2.85,5,7,6,2349.5003361533604
0.9,Good,G,SI1,63.2,59.0,6.05,6.1,3.84,2,4,3,3701.492276359761
1.01,Ideal,G,SI1,61.1,58.0,6.43,6.49,3.95,5,4,3,5114.132250723375
1.03,Ideal,J,SI1,62.3,57.0,6.48,6.43,4.02,5,1,3,4235.301868069514
0.78,Premium,G,SI2,60.6,58.0,6.02,5.99,3.64,4,4,2,2402.769782730378
0.33,Ideal,G,VS1,61.6,57.0,4.46,4.49,2.75,5,4,5,506.0442587348889
0.33,Ideal,H,VVS2,61.3,56.0,4.43,4.47,2.73,5,3,6,760.7111188671843
1.09,Ideal,H,SI1,61.9,57.0,6.63,6.58,4.09,5,3,3,5432.727638312732
0.5,Good,J,SI1,63.3,60.0,4.97,4.99,3.15,2,1,3,-665.0923777727835
1.01,Ideal,J,VS2,61.3,56.0,6.46,6.5,3.97,5,1,4,4648.405490744514
1.0,Very Good,E,VVS2,63.5,55.0,6.36,6.31,4.02,3,6,6,6842.880813013543
0.59,Premium,E,SI2,60.8,56.0,5.43,5.4,3.29,4,6,2,1561.407525482142
0.7,Very Good,H,SI2,59.9,57.0,5.74,5.77,3.45,3,3,2,1435.6881877541075
0.31,Premium,I,SI1,61.3,58.0,4.34,4.37,2.67,4,2,3,-1364.243664626696
0.39,Premium,E,VS2,62.5,60.0,4.64,4.67,2.91,4,6,4,866.091895740351
0.85,Ideal,E,SI1,61.8,54.0,6.1,6.14,3.78,5,6,3,4363.388858294056
0.73,Ideal,I,VVS2,62.3,55.0,5.76,5.77,3.59,5,2,6,3500.942505297142
1.09,Ideal,J,SI1,60.7,58.0,6.64,6.68,4.04,5,1,3,4856.596446065264
0.4,Ideal,D,SI2,61.3,56.0,4.72,4.77,2.91,5,7,2,553.662887284906
0.4,Very Good,E,SI1,61.7,60.0,4.68,4.72,2.9,3,6,3,388.1291639928413
0.22,Fair,E,VS2,65.1,61.0,3.87,3.78,2.49,1,6,4,-872.8116701872268
0.31,Premium,E,VS2,60.3,58.0,4.42,4.37,2.65,4,6,4,435.63693531960143
1.19,Ideal,J,SI2,61.7,56.0,6.8,6.85,4.21,5,1,2,5269.08334758727
1.06,Fair,I,I1,64.5,57.0,6.47,6.33,4.13,1,2,1,3229.050742665183
0.61,Very Good,E,VS1,59.6,63.0,5.44,5.57,3.28,3,6,5,3069.9851654761487
0.82,Ideal,H,VVS2,61.4,56.0,6.01,6.05,3.71,5,3,6,4625.604265133301
1.01,Fair,G,I1,64.5,56.0,6.32,6.26,4.06,1,4,1,3498.4174268956153
0.32,Ideal,E,VS2,61.4,56.0,4.4,4.43,2.71,5,6,4,644.9216702477001
0.5,Premium,D,SI2,62.2,58.0,5.08,5.14,3.18,4,7,2,1059.3743963447523
1.01,Premium,F,SI1,59.1,56.0,6.65,6.52,3.89,4,5,3,5331.349573818985
1.0,Very Good,F,SI2,62.7,58.0,6.3,6.36,3.97,3,5,2,4575.376555429456
0.31,Ideal,D,SI1,62.9,56.0,4.34,4.31,2.72,5,7,3,288.716481565722
0.35,Ideal,E,VS2,62.4,57.0,4.52,4.55,2.83,5,6,4,748.398015503959
0.7,Ideal,H,VS2,61.2,57.0,5.73,5.77,3.52,5,3,4,2569.594678880476
1.08,Ideal,G,SI2,62.2,56.0,6.56,6.59,4.09,5,4,2,5216.78076735448
1.21,Premium,D,VVS1,60.1,59.0,6.96,6.88,4.16,4,7,7,9708.301517116455
1.06,Premium,H,SI1,62.8,58.0,6.49,6.47,4.07,4,3,3,5013.424914755136
0.28,Ideal,I,VS2,62.4,56.0,4.19,4.22,2.62,5,2,4,-972.9450824858131
0.5,Good,F,VS2,63.3,57.0,5.02,5.06,3.19,2,5,4,1158.9409787881004
1.01,Premium,D,SI1,61.6,58.0,6.47,6.42,3.97,4,7,3,5881.578231199176
0.42,Fair,D,SI1,64.7,61.0,4.7,4.73,3.05,1,7,3,390.6094661116904
1.53,Ideal,F,SI1,61.6,56.0,7.34,7.39,4.54,5,5,3,10288.775187115718
0.57,Premium,E,VS2,63.0,59.0,5.29,5.25,3.32,4,6,4,2204.0710117223075
0.41,Premium,D,VVS2,61.9,59.0,4.78,4.75,2.95,4,7,6,2348.7956052521604
2.24,Ideal,F,SI2,60.3,59.0,8.47,8.5,5.12,5,5,2,16545.419002655057
0.41,Good,E,SI2,63.8,57.0,4.75,4.68,3.01,2,6,2,-289.80978655324316
0.5,Very Good,G,SI1,62.4,52.0,5.1,5.15,3.2,3,4,3,588.529515243783
0.23,Very Good,F,VS2,59.1,59.0,4.02,4.07,2.39,3,5,4,-427.40035750819834
1.11,Very Good,F,SI1,60.1,61.0,6.64,6.74,4.06,3,5,3,6102.1939711839
1.2,Ideal,E,SI2,61.3,56.0,6.85,6.88,4.21,5,6,2,6983.382724434825
1.14,Premium,F,VVS1,59.4,59.0,6.87,6.8,4.06,4,5,7,8439.58881457501
0.9,Ideal,G,SI2,62.5,56.0,6.15,6.2,3.86,5,4,2,3605.866371371542
1.22,Premium,G,VS1,62.2,59.0,6.82,6.87,4.26,4,4,5,7803.165587963953
0.7,Premium,F,VS1,61.7,60.0,5.67,5.64,3.49,4,5,5,3529.4310176476038
1.07,Premium,I,SI1,58.4,60.0,6.78,6.68,3.93,4,2,3,4852.290888221092
0.51,Very Good,E,SI2,63.3,56.0,5.12,5.08,3.23,3,6,2,643.9568688247614
0.3,Premium,E,SI1,62.5,60.0,4.24,4.27,2.66,4,6,3,-238.75996225127346
1.12,Premium,G,SI2,61.2,58.0,6.69,6.67,4.09,4,4,2,5445.763234264587
0.3,Premium,F,VS2,61.5,60.0,4.26,4.29,2.63,4,5,4,1.899989471628487
0.4,Premium,D,SI1,61.6,58.0,4.73,4.69,2.9,4,7,3,843.1529589848433
0.9,Premium,I,SI1,63.0,58.0,6.09,6.01,3.81,4,2,3,3296.487889063402
0.3,Ideal,H,VS1,61.6,57.0,4.3,4.33,2.66,5,3,5,4.851840470001662
0.74,Premium,F,SI2,61.4,57.0,5.82,5.8,3.57,4,5,2,2434.953558162424
0.41,Very Good,J,VS2,63.4,56.0,4.73,4.7,2.99,3,1,4,-710.7771394860429
0.52,Premium,E,SI1,61.6,58.0,5.17,5.12,3.17,4,6,3,1417.182513289889
0.54,Ideal,D,VVS2,61.4,52.0,5.3,5.34,3.26,5,7,6,3628.710303631021
0.9,Very Good,H,SI2,61.2,57.0,6.21,6.27,3.82,3,3,2,3072.390561563465
0.7,Good,I,VS1,61.1,61.0,5.65,5.7,3.47,2,2,5,2365.479273905858
0.34,Very Good,H,VS2,62.4,60.0,4.41,4.44,2.76,3,3,4,-545.0915072689922
0.7,Ideal,F,VS2,61.9,55.0,5.7,5.74,3.54,5,5,4,3237.6772545138397
1.02,Very Good,G,VS2,63.0,57.0,6.37,6.39,4.02,3,4,4,5400.8932075450275
1.0,Good,F,SI2,63.8,58.0,6.28,6.33,4.02,2,5,2,4379.486511354663
0.31,Ideal,I,SI2,61.0,56.0,4.39,4.43,2.69,5,2,2,-1712.4506490821059
1.23,Premium,G,VS1,62.2,58.0,6.78,6.74,4.27,4,4,5,7969.669846426107
0.7,Very Good,E,SI1,59.4,63.0,5.79,5.73,3.42,3,6,3,2741.2695970572777
0.54,Ideal,D,VS2,61.1,57.0,5.25,5.22,3.2,5,7,4,2571.693113049563
0.38,Ideal,H,SI1,61.5,56.0,4.67,4.69,2.88,5,3,3,-431.920421017996
0.9,Fair,E,SI2,65.0,58.0,6.08,6.04,3.94,1,6,2,3570.452748966765
1.0,Ideal,D,SI2,61.5,56.0,6.45,6.41,3.95,5,7,2,5473.861113440452
0.29,Very Good,G,VS2,61.9,55.0,4.25,4.28,2.64,3,4,4,-444.15872166506733
2.01,Premium,E,SI1,60.4,61.0,8.05,7.98,4.84,4,6,3,15059.134652244704
1.32,Premium,F,SI2,60.6,60.0,7.1,7.05,4.29,4,5,2,7573.9482178460175
0.72,Premium,F,VS2,61.5,58.0,5.73,5.69,3.51,4,5,4,3263.1631819416334
0.31,Premium,H,VS2,62.4,59.0,4.34,4.31,2.7,4,3,4,-663.2771990439428
1.51,Fair,J,SI2,65.1,59.0,7.13,7.09,4.63,1,1,2,7611.135835722738
0.24,Ideal,H,IF,62.1,57.0,4.0,4.04,2.5,5,3,8,1085.2463135796233
0.79,Ideal,E,VS2,59.3,57.0,6.02,6.06,3.58,5,6,4,4416.865337950644
0.73,Premium,F,VS2,62.7,58.0,5.76,5.7,3.59,4,5,4,3240.507079408362
0.9,Very Good,D,VS1,58.9,59.0,6.22,6.31,3.69,3,7,5,6000.372380316523
0.51,Premium,F,VVS2,61.9,56.0,5.17,5.13,3.19,4,5,6,2506.023182629481
0.29,Ideal,G,VVS2,60.7,54.0,4.33,4.37,2.64,5,4,6,844.1709286807122
0.68,Good,F,SI1,58.1,60.0,5.8,5.91,3.4,2,5,3,2263.798437644748
0.51,Ideal,D,VS2,61.1,56.0,5.16,5.2,3.17,5,7,4,2355.4909499101527
1.55,Ideal,I,VS2,61.8,55.0,7.4,7.44,4.58,5,2,4,9988.152500533884
1.51,Very Good,H,SI2,60.8,58.0,7.4,7.51,4.53,3,3,2,8646.599492800053
2.01,Ideal,I,SI1,62.9,57.0,8.05,7.98,5.04,5,2,3,13768.484881623284
1.04,Very Good,G,VVS1,58.2,60.0,6.66,6.71,3.89,3,4,7,7179.18790935558
0.98,Fair,G,SI1,64.4,56.0,6.33,6.24,4.03,1,4,3,4166.312995447779
0.25,Very Good,E,VVS1,62.9,58.0,4.01,4.03,2.53,3,6,7,1324.3334117723427
0.42,Ideal,H,VS1,61.2,57.0,4.87,4.8,2.96,5,3,5,811.0005282790016
1.1,Very Good,G,VVS1,60.4,57.0,6.7,6.77,4.07,3,4,7,7687.166219689669
0.41,Very Good,D,VS1,62.8,57.0,4.73,4.76,2.98,3,7,5,1755.4214517460723
1.02,Premium,F,VS2,62.7,59.0,6.41,6.44,4.03,4,5,4,5779.572856147339
0.61,Very Good,H,VVS2,60.5,57.0,5.52,5.54,3.35,3,3,6,2598.6783996025833
0.4,Ideal,J,VS1,61.3,56.0,4.77,4.79,2.93,5,1,5,59.30998067592691
0.34,Ideal,D,VS1,60.9,56.0,4.56,4.51,2.76,5,7,5,1574.9539414360045
0.4,Ideal,E,SI2,61.0,58.0,4.76,4.78,2.91,5,6,2,164.46819245001734
0.41,Ideal,G,VVS2,61.7,55.0,4.81,4.85,2.98,5,4,6,1592.7063355488708
0.3,Ideal,H,SI1,62.4,55.0,4.3,4.32,2.69,5,3,3,-1007.5671148890651
0.31,Ideal,E,VS1,62.0,55.0,4.35,4.38,2.7,5,6,5,1057.029032336564
0.46,Very Good,E,VS2,62.2,58.0,4.95,4.99,3.09,3,6,4,1297.7471462261997
0.4,Ideal,G,IF,62.2,55.0,4.73,4.76,2.95,5,4,8,2513.3584420262378
0.3,Ideal,E,VS2,61.5,55.0,4.3,4.34,2.66,5,6,4,538.2787581726298
1.09,Ideal,F,SI2,61.2,57.0,6.6,6.64,4.05,5,5,2,5673.219312611367
0.71,Very Good,E,SI1,63.1,58.0,5.65,5.69,3.58,3,6,3,2798.5452113588826
0.97,Ideal,G,SI2,61.6,56.0,6.31,6.39,3.91,5,4,2,4300.795077968205
1.02,Very Good,E,IF,61.7,60.0,6.38,6.52,3.98,3,6,8,8069.05652166041
0.42,Premium,D,SI2,60.0,61.0,4.89,4.85,2.92,4,7,2,469.7104453122888
0.33,Ideal,I,IF,61.8,55.0,4.46,4.47,2.76,5,2,8,1388.6401207487381
0.36,Ideal,E,VS1,61.7,56.0,4.58,4.56,2.82,5,6,5,1384.2241600076495
1.72,Ideal,H,SI1,62.2,57.0,7.65,7.55,4.72,5,3,3,11351.06104714573
0.37,Ideal,H,VVS1,62.0,53.0,4.63,4.66,2.88,5,3,7,1526.7677827624373
0.71,Ideal,D,VS2,61.2,55.0,5.74,5.78,3.53,5,7,4,4016.387624988121
0.51,Very Good,I,SI1,63.5,60.0,5.03,5.05,3.2,3,2,3,-186.6967653181673
0.3,Ideal,E,VS2,62.1,55.0,4.28,4.32,2.67,5,6,4,506.7217414375891
0.71,Very Good,E,VS2,63.7,58.0,5.6,5.64,3.58,3,6,4,3293.2694544004653
0.3,Ideal,E,VS1,61.6,55.0,4.34,4.36,2.68,5,6,5,989.9152624249355
0.97,Good,F,SI1,60.1,65.0,6.46,6.36,3.85,2,5,3,4511.087673108763
1.27,Ideal,I,SI2,62.1,56.0,6.92,6.96,4.31,5,2,2,6321.406226357323
1.57,Ideal,I,VS2,61.5,56.0,7.56,7.49,4.63,5,2,4,10052.197599029612
1.0,Premium,G,VS1,62.4,59.0,6.35,6.4,3.98,4,4,5,5818.542712335777
0.42,Ideal,D,VVS2,62.5,57.0,4.8,4.77,2.99,5,7,6,2560.55499631993
0.7,Fair,G,SI1,61.7,66.0,5.7,5.58,3.48,1,4,3,1661.9940302519387
0.56,Ideal,D,VS1,61.6,57.0,5.33,5.29,3.27,5,7,5,3170.561571196433
0.51,Good,E,SI1,57.4,62.0,5.24,5.29,3.02,2,6,3,1259.1649879880165
0.52,Very Good,I,SI1,63.3,55.0,5.13,5.1,3.24,3,2,3,-25.260250076543798
0.39,Premium,G,VVS1,59.9,59.0,4.73,4.75,2.84,4,4,7,1876.2937780275545
1.7,Very Good,H,VS2,63.3,57.0,7.59,7.54,4.79,3,3,4,11351.34435344235
0.3,Very Good,E,VVS2,59.7,57.0,4.37,4.43,2.62,3,6,6,1331.0290935181097
1.08,Ideal,H,SI1,62.7,57.0,6.48,6.51,4.07,5,3,3,5398.50799227125
2.01,Ideal,F,SI2,61.9,55.0,8.1,8.05,5.0,5,5,2,14334.155214828157
0.55,Ideal,J,VS2,62.6,57.0,5.21,5.17,3.25,5,1,4,649.2899047584756
0.9,Fair,F,SI2,62.6,58.0,6.01,6.06,3.78,1,5,2,3523.2696804727525
0.9,Ideal,I,VS1,62.4,57.0,6.17,6.21,3.86,5,2,5,4417.45320702216
1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,4,5,6,6695.846875949501
0.51,Very Good,H,VS2,60.1,59.8,5.14,5.19,3.1,3,3,4,827.9576382901473
0.7,Premium,E,VS1,59.4,61.0,5.78,5.74,3.42,4,6,5,3920.303190574653
0.7,Fair,H,SI1,66.0,56.0,5.5,5.53,3.64,1,3,3,1424.916842349872
0.34,Ideal,I,SI1,60.2,57.0,4.54,4.5,2.72,5,2,3,-987.3452695697433
0.32,Ideal,G,IF,61.2,55.0,4.41,4.44,2.71,5,4,8,2025.044822179913
0.31,Ideal,D,VS2,59.4,56.0,4.45,4.4,2.63,5,7,4,979.1897837531355
0.41,Premium,E,SI1,61.4,56.0,4.81,4.77,2.94,4,6,3,622.638179298378
1.84,Ideal,J,VS1,62.4,56.0,7.84,7.8,4.89,5,1,5,12845.440732113268
0.9,Very Good,I,VS2,63.2,56.0,6.15,6.09,3.87,3,2,4,3653.254916974838
1.0,Ideal,E,VS2,61.6,57.0,6.44,6.38,3.95,5,6,4,6120.791122738418
0.37,Premium,E,SI1,61.8,58.0,4.59,4.64,2.85,4,6,3,308.606056073962
1.53,Ideal,F,VS1,61.5,59.0,7.38,7.46,4.56,5,5,5,11178.756882607038
1.09,Ideal,G,VS2,62.8,57.0,6.54,6.58,4.12,5,4,4,6264.313226936245
1.04,Premium,F,SI2,62.8,55.0,6.48,6.41,4.05,4,5,2,5029.641980998598
0.8,Very Good,E,SI2,62.6,59.0,5.84,5.91,3.68,3,6,2,3124.4532400868707
0.29,Good,F,VS1,62.1,56.0,4.24,4.26,2.64,2,5,5,224.26463999184534
1.21,Ideal,F,I1,62.0,56.0,6.84,6.8,4.23,5,5,1,6218.111413456023
2.01,Very Good,J,VS2,61.1,59.0,8.04,8.07,4.92,3,1,4,13822.38216841461
0.3,Premium,G,VVS2,62.6,58.0,4.27,4.29,2.68,4,4,6,624.5998868102106
1.01,Fair,H,VS2,64.5,60.0,6.3,6.25,4.05,1,3,4,4584.500570430848
1.61,Ideal,I,VS2,62.5,57.0,7.49,7.43,4.66,5,2,4,10444.721353287947
1.19,Very Good,D,SI2,61.1,58.0,6.84,6.88,4.19,3,7,2,6932.873988362717
1.12,Premium,H,VS1,61.6,58.0,6.64,4.11,3.7,4,3,5,6541.045204751279
1.7,Good,H,SI1,63.9,56.0,7.61,7.53,4.84,2,3,3,10686.866722110757
0.3,Premium,G,VS1,61.4,60.0,4.33,4.3,2.65,4,4,5,117.24147154243292
1.51,Good,J,SI2,58.1,64.0,7.53,7.57,4.39,2,1,2,7833.7404692886075
1.01,Ideal,F,SI1,62.0,56.0,6.41,6.46,3.99,5,5,3,5431.110476371561
0.31,Premium,G,VS1,61.2,60.0,4.39,4.37,2.68,4,4,5,187.15014405348757
0.7,Good,F,SI1,58.7,64.0,5.77,5.78,3.39,2,5,3,2352.6554040986753
0.9,Very Good,H,VS1,63.0,62.0,6.09,6.0,3.81,3,3,5,4391.794208319811
0.71,Ideal,G,VVS2,61.7,57.0,5.72,5.74,3.53,5,4,6,3966.476239449655
0.34,Good,E,SI2,63.1,56.0,4.46,4.51,2.83,2,6,2,-692.8261132590233
0.4,Good,E,SI1,64.2,57.0,4.68,4.66,3.0,2,6,3,132.64422133732978
0.34,Ideal,E,VVS2,62.4,55.0,4.47,4.51,2.79,5,6,6,1737.0771402267178
0.31,Very Good,H,SI1,62.3,55.0,4.34,4.36,2.71,3,3,3,-1166.6579137790795
0.5,Ideal,F,SI1,60.2,63.0,5.12,5.15,3.09,5,5,3,1031.8643025845572
0.3,Ideal,G,IF,62.1,55.0,4.32,4.35,2.69,5,4,8,1815.1361681632227
1.33,Ideal,H,SI1,60.1,57.0,7.14,7.2,4.31,5,3,3,7741.696155059079
1.0,Good,F,IF,63.2,63.0,6.24,6.26,3.95,2,5,8,7328.34438030392
2.07,Premium,E,SI2,58.9,61.0,8.45,8.35,4.95,4,6,2,14970.597821421758
